"Step","PPO_caller_IMMEDIATE_REWARD__1__1684282541 - test/reward_bad_team_mean","PPO_caller_IMMEDIATE_REWARD__1__1684282541 - test/reward_bad_team_mean__MIN","PPO_caller_IMMEDIATE_REWARD__1__1684282541 - test/reward_bad_team_mean__MAX","PPO_caller__1__1683930581 - test/reward_bad_team_mean","PPO_caller__1__1683930581 - test/reward_bad_team_mean__MIN","PPO_caller__1__1683930581 - test/reward_bad_team_mean__MAX"
"40000","83.33999633789062","83.33999633789062","83.33999633789062","82.23899841308594","82.23899841308594","82.23899841308594"
"41000","83.06999969482422","83.06999969482422","83.06999969482422","82.65699768066406","82.65699768066406","82.65699768066406"
"42000","82.69000244140625","82.69000244140625","82.69000244140625","83.52300262451172","83.52300262451172","83.52300262451172"
"43000","82.83399963378906","82.83399963378906","82.83399963378906","82.70800018310547","82.70800018310547","82.70800018310547"
"44000","82.61499786376953","82.61499786376953","82.61499786376953","83.32099914550781","83.32099914550781","83.32099914550781"
"45000","82.70899963378906","82.70899963378906","82.70899963378906","83.0469970703125","83.0469970703125","83.0469970703125"
"46000","82.8949966430664","82.8949966430664","82.8949966430664","82.3550033569336","82.3550033569336","82.3550033569336"
"47000","82.68000030517578","82.68000030517578","82.68000030517578","81.72100067138672","81.72100067138672","81.72100067138672"
"48000","83.36100006103516","83.36100006103516","83.36100006103516","83.26300048828125","83.26300048828125","83.26300048828125"
"49000","83.48500061035156","83.48500061035156","83.48500061035156","83.94300079345703","83.94300079345703","83.94300079345703"
"50000","83.16799926757812","83.16799926757812","83.16799926757812","83.84600067138672","83.84600067138672","83.84600067138672"
"51000","83.60700225830078","83.60700225830078","83.60700225830078","83.9010009765625","83.9010009765625","83.9010009765625"
"52000","83.39399719238281","83.39399719238281","83.39399719238281","83.80500030517578","83.80500030517578","83.80500030517578"
"53000","83.65799713134766","83.65799713134766","83.65799713134766","83.56700134277344","83.56700134277344","83.56700134277344"
"54000","83.16300201416016","83.16300201416016","83.16300201416016","84.04299926757812","84.04299926757812","84.04299926757812"
"55000","83.51899719238281","83.51899719238281","83.51899719238281","83.0510025024414","83.0510025024414","83.0510025024414"
"56000","83.0510025024414","83.0510025024414","83.0510025024414","83.50599670410156","83.50599670410156","83.50599670410156"
"57000","83.86000061035156","83.86000061035156","83.86000061035156","84.08699798583984","84.08699798583984","84.08699798583984"
"58000","83.99500274658203","83.99500274658203","83.99500274658203","84.0199966430664","84.0199966430664","84.0199966430664"
"59000","83.42900085449219","83.42900085449219","83.42900085449219","83.59100341796875","83.59100341796875","83.59100341796875"
"60000","84.03500366210938","84.03500366210938","84.03500366210938","83.927001953125","83.927001953125","83.927001953125"
"61000","84.22599792480469","84.22599792480469","84.22599792480469","83.76000213623047","83.76000213623047","83.76000213623047"
"62000","83.62300109863281","83.62300109863281","83.62300109863281","84.22599792480469","84.22599792480469","84.22599792480469"
"63000","83.45500183105469","83.45500183105469","83.45500183105469","83.8499984741211","83.8499984741211","83.8499984741211"
"64000","83.9739990234375","83.9739990234375","83.9739990234375","83.76300048828125","83.76300048828125","83.76300048828125"
"65000","83.16200256347656","83.16200256347656","83.16200256347656","83.13999938964844","83.13999938964844","83.13999938964844"
"66000","84.03600311279297","84.03600311279297","84.03600311279297","83.21399688720703","83.21399688720703","83.21399688720703"
"67000","83.6520004272461","83.6520004272461","83.6520004272461","83.5","83.5","83.5"
"68000","83.50399780273438","83.50399780273438","83.50399780273438","83.48600006103516","83.48600006103516","83.48600006103516"
"69000","83.74500274658203","83.74500274658203","83.74500274658203","84.38300323486328","84.38300323486328","84.38300323486328"
"70000","83.71299743652344","83.71299743652344","83.71299743652344","83.35600280761719","83.35600280761719","83.35600280761719"
"71000","83.56800079345703","83.56800079345703","83.56800079345703","83.37200164794922","83.37200164794922","83.37200164794922"
"72000","84.30000305175781","84.30000305175781","84.30000305175781","82.99400329589844","82.99400329589844","82.99400329589844"
"73000","83.58699798583984","83.58699798583984","83.58699798583984","83.74199676513672","83.74199676513672","83.74199676513672"
"74000","83.37100219726562","83.37100219726562","83.37100219726562","84.10199737548828","84.10199737548828","84.10199737548828"
"75000","83.2490005493164","83.2490005493164","83.2490005493164","83.16600036621094","83.16600036621094","83.16600036621094"
"76000","84.13200378417969","84.13200378417969","84.13200378417969","83.14700317382812","83.14700317382812","83.14700317382812"
"77000","83.48699951171875","83.48699951171875","83.48699951171875","83.66500091552734","83.66500091552734","83.66500091552734"
"78000","84.16500091552734","84.16500091552734","84.16500091552734","83.00199890136719","83.00199890136719","83.00199890136719"
"79000","84.02300262451172","84.02300262451172","84.02300262451172","83.5719985961914","83.5719985961914","83.5719985961914"
"80000","84.44000244140625","84.44000244140625","84.44000244140625","84.06999969482422","84.06999969482422","84.06999969482422"
"81000","83.78199768066406","83.78199768066406","83.78199768066406","83.96399688720703","83.96399688720703","83.96399688720703"
"82000","84.52300262451172","84.52300262451172","84.52300262451172","83.55899810791016","83.55899810791016","83.55899810791016"
"83000","83.66500091552734","83.66500091552734","83.66500091552734","83.15899658203125","83.15899658203125","83.15899658203125"
"84000","83.58300018310547","83.58300018310547","83.58300018310547","84.06500244140625","84.06500244140625","84.06500244140625"
"85000","83.76699829101562","83.76699829101562","83.76699829101562","83.81099700927734","83.81099700927734","83.81099700927734"
"86000","84.08899688720703","84.08899688720703","84.08899688720703","84.52799987792969","84.52799987792969","84.52799987792969"
"87000","83.52999877929688","83.52999877929688","83.52999877929688","84.13400268554688","84.13400268554688","84.13400268554688"
"88000","83.59100341796875","83.59100341796875","83.59100341796875","84.05699920654297","84.05699920654297","84.05699920654297"
"89000","83.93000030517578","83.93000030517578","83.93000030517578","83.80599975585938","83.80599975585938","83.80599975585938"
"90000","84.06400299072266","84.06400299072266","84.06400299072266","84.25599670410156","84.25599670410156","84.25599670410156"
"91000","83.47000122070312","83.47000122070312","83.47000122070312","83.91000366210938","83.91000366210938","83.91000366210938"
"92000","83.9209976196289","83.9209976196289","83.9209976196289","84.23300170898438","84.23300170898438","84.23300170898438"
"93000","84.18499755859375","84.18499755859375","84.18499755859375","83.45899963378906","83.45899963378906","83.45899963378906"
"94000","84.49400329589844","84.49400329589844","84.49400329589844","82.82099914550781","82.82099914550781","82.82099914550781"
"95000","84.2490005493164","84.2490005493164","84.2490005493164","83.53900146484375","83.53900146484375","83.53900146484375"
"96000","84.48200225830078","84.48200225830078","84.48200225830078","84.17500305175781","84.17500305175781","84.17500305175781"
"97000","83.93699645996094","83.93699645996094","83.93699645996094","83.80799865722656","83.80799865722656","83.80799865722656"
"98000","84.51499938964844","84.51499938964844","84.51499938964844","83.70899963378906","83.70899963378906","83.70899963378906"
"99000","84.07499694824219","84.07499694824219","84.07499694824219","83.91000366210938","83.91000366210938","83.91000366210938"
"100000","83.57599639892578","83.57599639892578","83.57599639892578","83.50900268554688","83.50900268554688","83.50900268554688"
"101000","84.16300201416016","84.16300201416016","84.16300201416016","84.09600067138672","84.09600067138672","84.09600067138672"
"102000","84.1719970703125","84.1719970703125","84.1719970703125","83.55599975585938","83.55599975585938","83.55599975585938"
"103000","84.78600311279297","84.78600311279297","84.78600311279297","84.14199829101562","84.14199829101562","84.14199829101562"
"104000","84.21600341796875","84.21600341796875","84.21600341796875","84.06900024414062","84.06900024414062","84.06900024414062"
"105000","83.6729965209961","83.6729965209961","83.6729965209961","83.67400360107422","83.67400360107422","83.67400360107422"
"106000","84.05000305175781","84.05000305175781","84.05000305175781","84.16999816894531","84.16999816894531","84.16999816894531"
"107000","84.63200378417969","84.63200378417969","84.63200378417969","83.81099700927734","83.81099700927734","83.81099700927734"
"108000","84.41799926757812","84.41799926757812","84.41799926757812","84.1510009765625","84.1510009765625","84.1510009765625"
"109000","84.3030014038086","84.3030014038086","84.3030014038086","84.16799926757812","84.16799926757812","84.16799926757812"
"110000","84.61799621582031","84.61799621582031","84.61799621582031","84.53099822998047","84.53099822998047","84.53099822998047"
"111000","83.77799987792969","83.77799987792969","83.77799987792969","84.40299987792969","84.40299987792969","84.40299987792969"
"112000","84.16400146484375","84.16400146484375","84.16400146484375","84.33799743652344","84.33799743652344","84.33799743652344"
"113000","84.5009994506836","84.5009994506836","84.5009994506836","84.34400177001953","84.34400177001953","84.34400177001953"
"114000","84.75800323486328","84.75800323486328","84.75800323486328","84.02100372314453","84.02100372314453","84.02100372314453"
"115000","84.06199645996094","84.06199645996094","84.06199645996094","83.88099670410156","83.88099670410156","83.88099670410156"
"116000","84.34600067138672","84.34600067138672","84.34600067138672","84.6780014038086","84.6780014038086","84.6780014038086"
"117000","84.59100341796875","84.59100341796875","84.59100341796875","84.28199768066406","84.28199768066406","84.28199768066406"
"118000","84.08499908447266","84.08499908447266","84.08499908447266","84.44999694824219","84.44999694824219","84.44999694824219"
"119000","84.11699676513672","84.11699676513672","84.11699676513672","84.72699737548828","84.72699737548828","84.72699737548828"
"120000","84.77899932861328","84.77899932861328","84.77899932861328","84.67400360107422","84.67400360107422","84.67400360107422"
"121000","84.30599975585938","84.30599975585938","84.30599975585938","84.69999694824219","84.69999694824219","84.69999694824219"
"122000","84.4739990234375","84.4739990234375","84.4739990234375","84.29000091552734","84.29000091552734","84.29000091552734"
"123000","84.31099700927734","84.31099700927734","84.31099700927734","84.79399871826172","84.79399871826172","84.79399871826172"
"124000","84.80999755859375","84.80999755859375","84.80999755859375","85.18299865722656","85.18299865722656","85.18299865722656"
"125000","84.31900024414062","84.31900024414062","84.31900024414062","85.09200286865234","85.09200286865234","85.09200286865234"
"126000","84.43000030517578","84.43000030517578","84.43000030517578","84.98100280761719","84.98100280761719","84.98100280761719"
"127000","85.11799621582031","85.11799621582031","85.11799621582031","84.5009994506836","84.5009994506836","84.5009994506836"
"128000","85.08100128173828","85.08100128173828","85.08100128173828","84.75199890136719","84.75199890136719","84.75199890136719"
"129000","84.87000274658203","84.87000274658203","84.87000274658203","84.6989974975586","84.6989974975586","84.6989974975586"
"130000","84.4010009765625","84.4010009765625","84.4010009765625","85.12300109863281","85.12300109863281","85.12300109863281"
"131000","83.77899932861328","83.77899932861328","83.77899932861328","84.35600280761719","84.35600280761719","84.35600280761719"
"132000","84.072998046875","84.072998046875","84.072998046875","85.08599853515625","85.08599853515625","85.08599853515625"
"133000","83.94400024414062","83.94400024414062","83.94400024414062","84.48600006103516","84.48600006103516","84.48600006103516"
"134000","83.87899780273438","83.87899780273438","83.87899780273438","84.48200225830078","84.48200225830078","84.48200225830078"
"135000","83.82499694824219","83.82499694824219","83.82499694824219","84.53399658203125","84.53399658203125","84.53399658203125"
"136000","83.9990005493164","83.9990005493164","83.9990005493164","85.26699829101562","85.26699829101562","85.26699829101562"
"137000","84.35800170898438","84.35800170898438","84.35800170898438","84.39099884033203","84.39099884033203","84.39099884033203"
"138000","84.20600128173828","84.20600128173828","84.20600128173828","84.63099670410156","84.63099670410156","84.63099670410156"
"139000","84.25700378417969","84.25700378417969","84.25700378417969","84.85700225830078","84.85700225830078","84.85700225830078"
"140000","83.93900299072266","83.93900299072266","83.93900299072266","85.08799743652344","85.08799743652344","85.08799743652344"
"141000","84.18099975585938","84.18099975585938","84.18099975585938","84.55400085449219","84.55400085449219","84.55400085449219"
"142000","84.23999786376953","84.23999786376953","84.23999786376953","84.6520004272461","84.6520004272461","84.6520004272461"
"143000","84.3239974975586","84.3239974975586","84.3239974975586","84.43499755859375","84.43499755859375","84.43499755859375"
"144000","84.375","84.375","84.375","84.37300109863281","84.37300109863281","84.37300109863281"
"145000","84.61699676513672","84.61699676513672","84.61699676513672","85.04100036621094","85.04100036621094","85.04100036621094"
"146000","84.49099731445312","84.49099731445312","84.49099731445312","84.74400329589844","84.74400329589844","84.74400329589844"
"147000","84.62699890136719","84.62699890136719","84.62699890136719","84.49600219726562","84.49600219726562","84.49600219726562"
"148000","84.14900207519531","84.14900207519531","84.14900207519531","84.92400360107422","84.92400360107422","84.92400360107422"
"149000","84.23500061035156","84.23500061035156","84.23500061035156","84.6780014038086","84.6780014038086","84.6780014038086"
"150000","84.63700103759766","84.63700103759766","84.63700103759766","84.68900299072266","84.68900299072266","84.68900299072266"
"151000","84.39600372314453","84.39600372314453","84.39600372314453","84.90499877929688","84.90499877929688","84.90499877929688"
"152000","84.41400146484375","84.41400146484375","84.41400146484375","84.89800262451172","84.89800262451172","84.89800262451172"
"153000","84.30000305175781","84.30000305175781","84.30000305175781","84.68299865722656","84.68299865722656","84.68299865722656"
"154000","84.44200134277344","84.44200134277344","84.44200134277344","84.89600372314453","84.89600372314453","84.89600372314453"
"155000","84.59300231933594","84.59300231933594","84.59300231933594","84.91300201416016","84.91300201416016","84.91300201416016"
"156000","84.42500305175781","84.42500305175781","84.42500305175781","84.5989990234375","84.5989990234375","84.5989990234375"
"157000","85.01000213623047","85.01000213623047","85.01000213623047","84.64800262451172","84.64800262451172","84.64800262451172"
"158000","84.73799896240234","84.73799896240234","84.73799896240234","84.6240005493164","84.6240005493164","84.6240005493164"
"159000","85.0469970703125","85.0469970703125","85.0469970703125","85.33200073242188","85.33200073242188","85.33200073242188"
"160000","84.43699645996094","84.43699645996094","84.43699645996094","85.29499816894531","85.29499816894531","85.29499816894531"
"161000","84.23200225830078","84.23200225830078","84.23200225830078","85.48500061035156","85.48500061035156","85.48500061035156"
"162000","84.78500366210938","84.78500366210938","84.78500366210938","85.05999755859375","85.05999755859375","85.05999755859375"
"163000","84.84400177001953","84.84400177001953","84.84400177001953","85.1510009765625","85.1510009765625","85.1510009765625"
"164000","84.7770004272461","84.7770004272461","84.7770004272461","84.5199966430664","84.5199966430664","84.5199966430664"
"165000","84.51499938964844","84.51499938964844","84.51499938964844","84.7959976196289","84.7959976196289","84.7959976196289"
"166000","84.72200012207031","84.72200012207031","84.72200012207031","85.0199966430664","85.0199966430664","85.0199966430664"
"167000","85.25199890136719","85.25199890136719","85.25199890136719","84.8239974975586","84.8239974975586","84.8239974975586"
"168000","85.12899780273438","85.12899780273438","85.12899780273438","84.66300201416016","84.66300201416016","84.66300201416016"
"169000","85.16400146484375","85.16400146484375","85.16400146484375","85.01899719238281","85.01899719238281","85.01899719238281"
"170000","84.71700286865234","84.71700286865234","84.71700286865234","84.80000305175781","84.80000305175781","84.80000305175781"
"171000","84.88800048828125","84.88800048828125","84.88800048828125","84.51300048828125","84.51300048828125","84.51300048828125"
"172000","84.69499969482422","84.69499969482422","84.69499969482422","84.85399627685547","84.85399627685547","84.85399627685547"
"173000","84.68599700927734","84.68599700927734","84.68599700927734","84.40799713134766","84.40799713134766","84.40799713134766"
"174000","84.52100372314453","84.52100372314453","84.52100372314453","84.51699829101562","84.51699829101562","84.51699829101562"
"175000","84.54000091552734","84.54000091552734","84.54000091552734","84.7249984741211","84.7249984741211","84.7249984741211"
"176000","84.88099670410156","84.88099670410156","84.88099670410156","84.47200012207031","84.47200012207031","84.47200012207031"
"177000","84.55000305175781","84.55000305175781","84.55000305175781","84.09700012207031","84.09700012207031","84.09700012207031"
"178000","85.197998046875","85.197998046875","85.197998046875","85.01799774169922","85.01799774169922","85.01799774169922"
"179000","84.90699768066406","84.90699768066406","84.90699768066406","84.31400299072266","84.31400299072266","84.31400299072266"
"180000","84.99400329589844","84.99400329589844","84.99400329589844","84.74800109863281","84.74800109863281","84.74800109863281"
"181000","84.5260009765625","84.5260009765625","84.5260009765625","84.6449966430664","84.6449966430664","84.6449966430664"
"182000","85.38600158691406","85.38600158691406","85.38600158691406","85.3280029296875","85.3280029296875","85.3280029296875"
"183000","84.5469970703125","84.5469970703125","84.5469970703125","85.2770004272461","85.2770004272461","85.2770004272461"
"184000","85.02300262451172","85.02300262451172","85.02300262451172","85.16699981689453","85.16699981689453","85.16699981689453"
"185000","84.697998046875","84.697998046875","84.697998046875","85.26300048828125","85.26300048828125","85.26300048828125"
"186000","85.01000213623047","85.01000213623047","85.01000213623047","85.26000213623047","85.26000213623047","85.26000213623047"
"187000","84.4520034790039","84.4520034790039","84.4520034790039","85.78399658203125","85.78399658203125","85.78399658203125"
"188000","84.81999969482422","84.81999969482422","84.81999969482422","85.87200164794922","85.87200164794922","85.87200164794922"
"189000","84.95600128173828","84.95600128173828","84.95600128173828","85.44200134277344","85.44200134277344","85.44200134277344"
"190000","84.57599639892578","84.57599639892578","84.57599639892578","85.40399932861328","85.40399932861328","85.40399932861328"
"191000","84.80899810791016","84.80899810791016","84.80899810791016","85.03500366210938","85.03500366210938","85.03500366210938"
"192000","84.83499908447266","84.83499908447266","84.83499908447266","85.10399627685547","85.10399627685547","85.10399627685547"
"193000","84.21099853515625","84.21099853515625","84.21099853515625","84.94499969482422","84.94499969482422","84.94499969482422"
"194000","84.30000305175781","84.30000305175781","84.30000305175781","84.84400177001953","84.84400177001953","84.84400177001953"
"195000","84.14900207519531","84.14900207519531","84.14900207519531","85.02999877929688","85.02999877929688","85.02999877929688"
"196000","84.23300170898438","84.23300170898438","84.23300170898438","85.7979965209961","85.7979965209961","85.7979965209961"
"197000","84.11699676513672","84.11699676513672","84.11699676513672","85.9219970703125","85.9219970703125","85.9219970703125"
"198000","84.58999633789062","84.58999633789062","84.58999633789062","85.66000366210938","85.66000366210938","85.66000366210938"
"199000","84.8030014038086","84.8030014038086","84.8030014038086","85.75299835205078","85.75299835205078","85.75299835205078"
"200000","84.87799835205078","84.87799835205078","84.87799835205078","85.51399993896484","85.51399993896484","85.51399993896484"
"201000","84.64900207519531","84.64900207519531","84.64900207519531","85.94400024414062","85.94400024414062","85.94400024414062"
"202000","84.6709976196289","84.6709976196289","84.6709976196289","85.8280029296875","85.8280029296875","85.8280029296875"
"203000","84.88700103759766","84.88700103759766","84.88700103759766","85.44200134277344","85.44200134277344","85.44200134277344"
"204000","84.65599822998047","84.65599822998047","84.65599822998047","85.62000274658203","85.62000274658203","85.62000274658203"
"205000","84.4469985961914","84.4469985961914","84.4469985961914","85.53700256347656","85.53700256347656","85.53700256347656"
"206000","85.06700134277344","85.06700134277344","85.06700134277344","84.94300079345703","84.94300079345703","84.94300079345703"
"207000","84.59200286865234","84.59200286865234","84.59200286865234","85.15299987792969","85.15299987792969","85.15299987792969"
"208000","84.58999633789062","84.58999633789062","84.58999633789062","85.58000183105469","85.58000183105469","85.58000183105469"
"209000","84.71499633789062","84.71499633789062","84.71499633789062","85.7760009765625","85.7760009765625","85.7760009765625"
"210000","84.97200012207031","84.97200012207031","84.97200012207031","84.9469985961914","84.9469985961914","84.9469985961914"
"211000","84.52200317382812","84.52200317382812","84.52200317382812","85.38899993896484","85.38899993896484","85.38899993896484"
"212000","84.9010009765625","84.9010009765625","84.9010009765625","85.40699768066406","85.40699768066406","85.40699768066406"
"213000","85.16100311279297","85.16100311279297","85.16100311279297","85.2770004272461","85.2770004272461","85.2770004272461"
"214000","84.83399963378906","84.83399963378906","84.83399963378906","85.76499938964844","85.76499938964844","85.76499938964844"
"215000","84.89099884033203","84.89099884033203","84.89099884033203","85.58899688720703","85.58899688720703","85.58899688720703"
"216000","84.90399932861328","84.90399932861328","84.90399932861328","86.19100189208984","86.19100189208984","86.19100189208984"
"217000","85.29000091552734","85.29000091552734","85.29000091552734","85.79399871826172","85.79399871826172","85.79399871826172"
"218000","84.9540023803711","84.9540023803711","84.9540023803711","85.51599884033203","85.51599884033203","85.51599884033203"
"219000","85.04000091552734","85.04000091552734","85.04000091552734","85.53900146484375","85.53900146484375","85.53900146484375"
"220000","85.20099639892578","85.20099639892578","85.20099639892578","85.38999938964844","85.38999938964844","85.38999938964844"
"221000","85.07099914550781","85.07099914550781","85.07099914550781","85.39399719238281","85.39399719238281","85.39399719238281"
"222000","85.09500122070312","85.09500122070312","85.09500122070312","84.87200164794922","84.87200164794922","84.87200164794922"
"223000","85.04000091552734","85.04000091552734","85.04000091552734","85.97100067138672","85.97100067138672","85.97100067138672"
"224000","85.13700103759766","85.13700103759766","85.13700103759766","85.79900360107422","85.79900360107422","85.79900360107422"
"225000","84.77400207519531","84.77400207519531","84.77400207519531","85.48200225830078","85.48200225830078","85.48200225830078"
"226000","85.4000015258789","85.4000015258789","85.4000015258789","85.97000122070312","85.97000122070312","85.97000122070312"
"227000","85.07499694824219","85.07499694824219","85.07499694824219","86.55699920654297","86.55699920654297","86.55699920654297"
"228000","84.84300231933594","84.84300231933594","84.84300231933594","86.23100280761719","86.23100280761719","86.23100280761719"
"229000","85.21600341796875","85.21600341796875","85.21600341796875","86.21700286865234","86.21700286865234","86.21700286865234"
"230000","85.26699829101562","85.26699829101562","85.26699829101562","86.66200256347656","86.66200256347656","86.66200256347656"
"231000","85.42900085449219","85.42900085449219","85.42900085449219","86.22100067138672","86.22100067138672","86.22100067138672"
"232000","85.49299621582031","85.49299621582031","85.49299621582031","85.8489990234375","85.8489990234375","85.8489990234375"
"233000","85.50900268554688","85.50900268554688","85.50900268554688","86.06500244140625","86.06500244140625","86.06500244140625"
"234000","85.62000274658203","85.62000274658203","85.62000274658203","85.48400115966797","85.48400115966797","85.48400115966797"
"235000","85.46800231933594","85.46800231933594","85.46800231933594","86.1989974975586","86.1989974975586","86.1989974975586"
"236000","85.1510009765625","85.1510009765625","85.1510009765625","85.9540023803711","85.9540023803711","85.9540023803711"
"237000","85.76799774169922","85.76799774169922","85.76799774169922","86.13200378417969","86.13200378417969","86.13200378417969"
"238000","85.19599914550781","85.19599914550781","85.19599914550781","85.49800109863281","85.49800109863281","85.49800109863281"
"239000","85.06800079345703","85.06800079345703","85.06800079345703","85.87999725341797","85.87999725341797","85.87999725341797"
"240000","84.94200134277344","84.94200134277344","84.94200134277344","85.552001953125","85.552001953125","85.552001953125"
"241000","84.94599914550781","84.94599914550781","84.94599914550781","86.32099914550781","86.32099914550781","86.32099914550781"
"242000","85.25599670410156","85.25599670410156","85.25599670410156","86.08300018310547","86.08300018310547","86.08300018310547"
"243000","84.90399932861328","84.90399932861328","84.90399932861328","86.2770004272461","86.2770004272461","86.2770004272461"
"244000","84.93299865722656","84.93299865722656","84.93299865722656","86.47000122070312","86.47000122070312","86.47000122070312"
"245000","85.06400299072266","85.06400299072266","85.06400299072266","86.30500030517578","86.30500030517578","86.30500030517578"
"246000","84.697998046875","84.697998046875","84.697998046875","86.51200103759766","86.51200103759766","86.51200103759766"
"247000","84.87999725341797","84.87999725341797","84.87999725341797","86.39900207519531","86.39900207519531","86.39900207519531"
"248000","85.21099853515625","85.21099853515625","85.21099853515625","86.35800170898438","86.35800170898438","86.35800170898438"
"249000","84.85800170898438","84.85800170898438","84.85800170898438","86.28700256347656","86.28700256347656","86.28700256347656"
"250000","84.68800354003906","84.68800354003906","84.68800354003906","86.02100372314453","86.02100372314453","86.02100372314453"
"251000","84.76799774169922","84.76799774169922","84.76799774169922","85.91000366210938","85.91000366210938","85.91000366210938"
"252000","84.99299621582031","84.99299621582031","84.99299621582031","86.23899841308594","86.23899841308594","86.23899841308594"
"253000","85.04199981689453","85.04199981689453","85.04199981689453","85.98500061035156","85.98500061035156","85.98500061035156"
"254000","84.9000015258789","84.9000015258789","84.9000015258789","85.73500061035156","85.73500061035156","85.73500061035156"
"255000","84.98500061035156","84.98500061035156","84.98500061035156","86.01300048828125","86.01300048828125","86.01300048828125"
