"Step","RAINBOW caller & callee heuristic","RAINBOW caller & callee heuristic__MIN","RAINBOW caller & callee heuristic__MAX","DDQN caller & callee heuristic","DDQN caller & callee heuristic__MIN","DDQN caller & callee heuristic__MAX","SAC caller & callee heuristic","SAC caller & callee heuristic__MIN","SAC caller & callee heuristic__MAX"
"1415824","84.28199768066406","84.28199768066406","84.28199768066406","84.10199737548828","84.10199737548828","84.10199737548828","84.76799774169922","84.76799774169922","84.76799774169922"
"1423823","84.2249984741211","84.2249984741211","84.2249984741211","84.84700012207031","84.84700012207031","84.84700012207031","83.89800262451172","83.89800262451172","83.89800262451172"
"1431822","85.09700012207031","85.09700012207031","85.09700012207031","84.3740005493164","84.3740005493164","84.3740005493164","83.88300323486328","83.88300323486328","83.88300323486328"
"1439821","84.37200164794922","84.37200164794922","84.37200164794922","84.33200073242188","84.33200073242188","84.33200073242188","83.39900207519531","83.39900207519531","83.39900207519531"
"1447820","86.04199981689453","86.04199981689453","86.04199981689453","85.00900268554688","85.00900268554688","85.00900268554688","84.66699981689453","84.66699981689453","84.66699981689453"
"1455819","83.40599822998047","83.40599822998047","83.40599822998047","84.78099822998047","84.78099822998047","84.78099822998047","84.34100341796875","84.34100341796875","84.34100341796875"
"1463818","84.4000015258789","84.4000015258789","84.4000015258789","83.3270034790039","83.3270034790039","83.3270034790039","84.19999694824219","84.19999694824219","84.19999694824219"
"1471817","84.80899810791016","84.80899810791016","84.80899810791016","84.46600341796875","84.46600341796875","84.46600341796875","85.3270034790039","85.3270034790039","85.3270034790039"
"1479816","83.81500244140625","83.81500244140625","83.81500244140625","84.08599853515625","84.08599853515625","84.08599853515625","84.08999633789062","84.08999633789062","84.08999633789062"
"1487815","85.11799621582031","85.11799621582031","85.11799621582031","84.88800048828125","84.88800048828125","84.88800048828125","85.2979965209961","85.2979965209961","85.2979965209961"
"1495814","84.8949966430664","84.8949966430664","84.8949966430664","84.50499725341797","84.50499725341797","84.50499725341797","85.80999755859375","85.80999755859375","85.80999755859375"
"1503813","84.45099639892578","84.45099639892578","84.45099639892578","85.10600280761719","85.10600280761719","85.10600280761719","85.92500305175781","85.92500305175781","85.92500305175781"
"1511812","83.927001953125","83.927001953125","83.927001953125","83.77300262451172","83.77300262451172","83.77300262451172","83.35199737548828","83.35199737548828","83.35199737548828"
"1519811","84.45800018310547","84.45800018310547","84.45800018310547","83.97899627685547","83.97899627685547","83.97899627685547","84.57499694824219","84.57499694824219","84.57499694824219"
"1527810","84.25800323486328","84.25800323486328","84.25800323486328","84.66200256347656","84.66200256347656","84.66200256347656","84.66300201416016","84.66300201416016","84.66300201416016"
"1535809","83.68599700927734","83.68599700927734","83.68599700927734","83.70600128173828","83.70600128173828","83.70600128173828","83.72599792480469","83.72599792480469","83.72599792480469"
"1543808","84.58999633789062","84.58999633789062","84.58999633789062","85.68199920654297","85.68199920654297","85.68199920654297","85.51499938964844","85.51499938964844","85.51499938964844"
"1551807","83.9010009765625","83.9010009765625","83.9010009765625","85.02300262451172","85.02300262451172","85.02300262451172","84.24600219726562","84.24600219726562","84.24600219726562"
"1559806","84.70700073242188","84.70700073242188","84.70700073242188","84.8270034790039","84.8270034790039","84.8270034790039","84.43699645996094","84.43699645996094","84.43699645996094"
"1567805","83.7020034790039","83.7020034790039","83.7020034790039","83.13500213623047","83.13500213623047","83.13500213623047","84.0270004272461","84.0270004272461","84.0270004272461"
"1575804","83.71600341796875","83.71600341796875","83.71600341796875","83.68099975585938","83.68099975585938","83.68099975585938","84.55899810791016","84.55899810791016","84.55899810791016"
"1583803","83.54499816894531","83.54499816894531","83.54499816894531","85.31800079345703","85.31800079345703","85.31800079345703","84.16400146484375","84.16400146484375","84.16400146484375"
"1591802","83.30000305175781","83.30000305175781","83.30000305175781","84.43800354003906","84.43800354003906","84.43800354003906","83.85099792480469","83.85099792480469","83.85099792480469"
