"Step","RAINBOW caller/callee jointly","RAINBOW caller/callee jointly__MIN","RAINBOW caller/callee jointly__MAX","RAINBOW caller/callee cyclic epoch=10","RAINBOW caller/callee cyclic epoch=10__MIN","RAINBOW caller/callee cyclic epoch=10__MAX","RAINBOW caller/callee cyclic epoch=5","RAINBOW caller/callee cyclic epoch=5__MIN","RAINBOW caller/callee cyclic epoch=5__MAX"
"127985","77.4209976196289","77.4209976196289","77.4209976196289","76.50700378417969","76.50700378417969","76.50700378417969","77.16400146484375","77.16400146484375","77.16400146484375"
"135984","78.54000091552734","78.54000091552734","78.54000091552734","78.1709976196289","78.1709976196289","78.1709976196289","78.77899932861328","78.77899932861328","78.77899932861328"
"143983","77.75299835205078","77.75299835205078","77.75299835205078","76.91799926757812","76.91799926757812","76.91799926757812","77.74800109863281","77.74800109863281","77.74800109863281"
"151982","77.8030014038086","77.8030014038086","77.8030014038086","77.23699951171875","77.23699951171875","77.23699951171875","77.77400207519531","77.77400207519531","77.77400207519531"
"159981","76.70500183105469","76.70500183105469","76.70500183105469","77.83899688720703","77.83899688720703","77.83899688720703","77.1729965209961","77.1729965209961","77.1729965209961"
"167980","78.23400115966797","78.23400115966797","78.23400115966797","76.98899841308594","76.98899841308594","76.98899841308594","76.84600067138672","76.84600067138672","76.84600067138672"
"175979","77.4219970703125","77.4219970703125","77.4219970703125","77.94300079345703","77.94300079345703","77.94300079345703","78.05799865722656","78.05799865722656","78.05799865722656"
"183978","76.53299713134766","76.53299713134766","76.53299713134766","78.26000213623047","78.26000213623047","78.26000213623047","76.38500213623047","76.38500213623047","76.38500213623047"
"191977","77.23999786376953","77.23999786376953","77.23999786376953","78.46299743652344","78.46299743652344","78.46299743652344","77.00499725341797","77.00499725341797","77.00499725341797"
"199976","77.30799865722656","77.30799865722656","77.30799865722656","78.8030014038086","78.8030014038086","78.8030014038086","77.98300170898438","77.98300170898438","77.98300170898438"
"207975","77.76300048828125","77.76300048828125","77.76300048828125","77.12200164794922","77.12200164794922","77.12200164794922","76.35600280761719","76.35600280761719","76.35600280761719"
"215974","77.98899841308594","77.98899841308594","77.98899841308594","77.10900115966797","77.10900115966797","77.10900115966797","75.60199737548828","75.60199737548828","75.60199737548828"
"223973","78.02400207519531","78.02400207519531","78.02400207519531","78.63800048828125","78.63800048828125","78.63800048828125","77.69000244140625","77.69000244140625","77.69000244140625"
"231972","76.25199890136719","76.25199890136719","76.25199890136719","77.48400115966797","77.48400115966797","77.48400115966797","76.98300170898438","76.98300170898438","76.98300170898438"
"239971","77.625","77.625","77.625","77.93399810791016","77.93399810791016","77.93399810791016","78.0770034790039","78.0770034790039","78.0770034790039"
"247970","78.17900085449219","78.17900085449219","78.17900085449219","78.23400115966797","78.23400115966797","78.23400115966797","78.07099914550781","78.07099914550781","78.07099914550781"
"255969","78.96399688720703","78.96399688720703","78.96399688720703","79.06199645996094","79.06199645996094","79.06199645996094","77.23699951171875","77.23699951171875","77.23699951171875"
"263968","77.1760025024414","77.1760025024414","77.1760025024414","77.55400085449219","77.55400085449219","77.55400085449219","77.52899932861328","77.52899932861328","77.52899932861328"
"271967","76.89600372314453","76.89600372314453","76.89600372314453","77.98799896240234","77.98799896240234","77.98799896240234","77.55899810791016","77.55899810791016","77.55899810791016"
"279966","77.26799774169922","77.26799774169922","77.26799774169922","76.8550033569336","76.8550033569336","76.8550033569336","77.41999816894531","77.41999816894531","77.41999816894531"
"287965","76.6520004272461","76.6520004272461","76.6520004272461","77.47200012207031","77.47200012207031","77.47200012207031","78.05000305175781","78.05000305175781","78.05000305175781"
"295964","78.09100341796875","78.09100341796875","78.09100341796875","77.85900115966797","77.85900115966797","77.85900115966797","77.44599914550781","77.44599914550781","77.44599914550781"
"303963","77.95800018310547","77.95800018310547","77.95800018310547","78.29299926757812","78.29299926757812","78.29299926757812","78.38600158691406","78.38600158691406","78.38600158691406"
"311962","76.9020004272461","76.9020004272461","76.9020004272461","75.96700286865234","75.96700286865234","75.96700286865234","76.95099639892578","76.95099639892578","76.95099639892578"
"319961","76.76200103759766","76.76200103759766","76.76200103759766","77.85199737548828","77.85199737548828","77.85199737548828","76.73100280761719","76.73100280761719","76.73100280761719"
"327960","77.71700286865234","77.71700286865234","77.71700286865234","76.41799926757812","76.41799926757812","76.41799926757812","77.41100311279297","77.41100311279297","77.41100311279297"
"335959","78.38200378417969","78.38200378417969","78.38200378417969","78.54399871826172","78.54399871826172","78.54399871826172","78.23500061035156","78.23500061035156","78.23500061035156"
"343958","77.94499969482422","77.94499969482422","77.94499969482422","76.822998046875","76.822998046875","76.822998046875","76.50800323486328","76.50800323486328","76.50800323486328"
"351957","78.63200378417969","78.63200378417969","78.63200378417969","76.71499633789062","76.71499633789062","76.71499633789062","77.98600006103516","77.98600006103516","77.98600006103516"
"359956","78.30999755859375","78.30999755859375","78.30999755859375","77.5250015258789","77.5250015258789","77.5250015258789","78.97799682617188","78.97799682617188","78.97799682617188"
"367955","77.7969970703125","77.7969970703125","77.7969970703125","76.65499877929688","76.65499877929688","76.65499877929688","78.08499908447266","78.08499908447266","78.08499908447266"
"375954","77.73200225830078","77.73200225830078","77.73200225830078","76.88600158691406","76.88600158691406","76.88600158691406","77.1259994506836","77.1259994506836","77.1259994506836"
"383953","77.25199890136719","77.25199890136719","77.25199890136719","76.88400268554688","76.88400268554688","76.88400268554688","75.88600158691406","75.88600158691406","75.88600158691406"
"391952","78.00199890136719","78.00199890136719","78.00199890136719","78.60900115966797","78.60900115966797","78.60900115966797","78.8740005493164","78.8740005493164","78.8740005493164"
"399951","76.51200103759766","76.51200103759766","76.51200103759766","77.11499786376953","77.11499786376953","77.11499786376953","77.08100128173828","77.08100128173828","77.08100128173828"
"407950","77.15499877929688","77.15499877929688","77.15499877929688","78.76599884033203","78.76599884033203","78.76599884033203","76.54499816894531","76.54499816894531","76.54499816894531"
"415949","76.87899780273438","76.87899780273438","76.87899780273438","77.2239990234375","77.2239990234375","77.2239990234375","77.63400268554688","77.63400268554688","77.63400268554688"
"423948","78.72899627685547","78.72899627685547","78.72899627685547","78.04199981689453","78.04199981689453","78.04199981689453","78.12100219726562","78.12100219726562","78.12100219726562"
"431947","77.46199798583984","77.46199798583984","77.46199798583984","77.7249984741211","77.7249984741211","77.7249984741211","77.46199798583984","77.46199798583984","77.46199798583984"
"439946","78.63400268554688","78.63400268554688","78.63400268554688","79.51000213623047","79.51000213623047","79.51000213623047","78.28800201416016","78.28800201416016","78.28800201416016"
"447945","78.06999969482422","78.06999969482422","78.06999969482422","78.68199920654297","78.68199920654297","78.68199920654297","78.5250015258789","78.5250015258789","78.5250015258789"
"455944","79.24400329589844","79.24400329589844","79.24400329589844","78.7020034790039","78.7020034790039","78.7020034790039","77.86100006103516","77.86100006103516","77.86100006103516"
"463943","77.23400115966797","77.23400115966797","77.23400115966797","78","78","78","77.9749984741211","77.9749984741211","77.9749984741211"
"471942","77.10099792480469","77.10099792480469","77.10099792480469","77.16000366210938","77.16000366210938","77.16000366210938","78.58000183105469","78.58000183105469","78.58000183105469"
"479941","77.08100128173828","77.08100128173828","77.08100128173828","76.91500091552734","76.91500091552734","76.91500091552734","78.6729965209961","78.6729965209961","78.6729965209961"
"487940","77.94499969482422","77.94499969482422","77.94499969482422","77.63600158691406","77.63600158691406","77.63600158691406","78.14299774169922","78.14299774169922","78.14299774169922"
"495939","77.74700164794922","77.74700164794922","77.74700164794922","77.4749984741211","77.4749984741211","77.4749984741211","78.62100219726562","78.62100219726562","78.62100219726562"
"503938","77.63500213623047","77.63500213623047","77.63500213623047","77.48899841308594","77.48899841308594","77.48899841308594","76.41600036621094","76.41600036621094","76.41600036621094"
"511937","78.26300048828125","78.26300048828125","78.26300048828125","78.04000091552734","78.04000091552734","78.04000091552734","78.5199966430664","78.5199966430664","78.5199966430664"
"519936","76.59200286865234","76.59200286865234","76.59200286865234","76.44400024414062","76.44400024414062","76.44400024414062","77.7750015258789","77.7750015258789","77.7750015258789"
"527935","77.60700225830078","77.60700225830078","77.60700225830078","79.19499969482422","79.19499969482422","79.19499969482422","76.51699829101562","76.51699829101562","76.51699829101562"
"535934","78.27300262451172","78.27300262451172","78.27300262451172","78.02200317382812","78.02200317382812","78.02200317382812","78.11699676513672","78.11699676513672","78.11699676513672"
"543933","78.54299926757812","78.54299926757812","78.54299926757812","78.51699829101562","78.51699829101562","78.51699829101562","77.93099975585938","77.93099975585938","77.93099975585938"
"551932","77.08799743652344","77.08799743652344","77.08799743652344","77.53600311279297","77.53600311279297","77.53600311279297","76.09200286865234","76.09200286865234","76.09200286865234"
"559931","78.05000305175781","78.05000305175781","78.05000305175781","76.66000366210938","76.66000366210938","76.66000366210938","77.4209976196289","77.4209976196289","77.4209976196289"
"567930","77.1780014038086","77.1780014038086","77.1780014038086","77.81700134277344","77.81700134277344","77.81700134277344","76.68199920654297","76.68199920654297","76.68199920654297"
"575929","77.48300170898438","77.48300170898438","77.48300170898438","78.0510025024414","78.0510025024414","78.0510025024414","77.03600311279297","77.03600311279297","77.03600311279297"
"583928","77.4020004272461","77.4020004272461","77.4020004272461","77.90299987792969","77.90299987792969","77.90299987792969","77.18800354003906","77.18800354003906","77.18800354003906"
"591927","79.16799926757812","79.16799926757812","79.16799926757812","78.2020034790039","78.2020034790039","78.2020034790039","78.93900299072266","78.93900299072266","78.93900299072266"
"599926","77.85800170898438","77.85800170898438","77.85800170898438","77.43000030517578","77.43000030517578","77.43000030517578","77.69200134277344","77.69200134277344","77.69200134277344"
"607925","76.98200225830078","76.98200225830078","76.98200225830078","78.10800170898438","78.10800170898438","78.10800170898438","77.0250015258789","77.0250015258789","77.0250015258789"
"615924","77.5199966430664","77.5199966430664","77.5199966430664","78.18199920654297","78.18199920654297","78.18199920654297","77.75800323486328","77.75800323486328","77.75800323486328"
"623923","77.27100372314453","77.27100372314453","77.27100372314453","78.40399932861328","78.40399932861328","78.40399932861328","78.56600189208984","78.56600189208984","78.56600189208984"
"631922","78.7030029296875","78.7030029296875","78.7030029296875","78.81400299072266","78.81400299072266","78.81400299072266","78.93499755859375","78.93499755859375","78.93499755859375"
"639921","79.30599975585938","79.30599975585938","79.30599975585938","78.05899810791016","78.05899810791016","78.05899810791016","78.55400085449219","78.55400085449219","78.55400085449219"
"647920","78.11299896240234","78.11299896240234","78.11299896240234","77.59100341796875","77.59100341796875","77.59100341796875","77.25700378417969","77.25700378417969","77.25700378417969"
"655919","78.0260009765625","78.0260009765625","78.0260009765625","78.93000030517578","78.93000030517578","78.93000030517578","78.09500122070312","78.09500122070312","78.09500122070312"
"663918","77.88400268554688","77.88400268554688","77.88400268554688","78.28199768066406","78.28199768066406","78.28199768066406","77.33399963378906","77.33399963378906","77.33399963378906"
"671917","78.71800231933594","78.71800231933594","78.71800231933594","78.69100189208984","78.69100189208984","78.69100189208984","79.43299865722656","79.43299865722656","79.43299865722656"
"679916","76.90299987792969","76.90299987792969","76.90299987792969","77.15499877929688","77.15499877929688","77.15499877929688","78.48200225830078","78.48200225830078","78.48200225830078"
"687915","78.5510025024414","78.5510025024414","78.5510025024414","78.72799682617188","78.72799682617188","78.72799682617188","78.39299774169922","78.39299774169922","78.39299774169922"
"695914","77.58699798583984","77.58699798583984","77.58699798583984","76.58000183105469","76.58000183105469","76.58000183105469","77.50599670410156","77.50599670410156","77.50599670410156"
"703913","76.93299865722656","76.93299865722656","76.93299865722656","77.47100067138672","77.47100067138672","77.47100067138672","77.58399963378906","77.58399963378906","77.58399963378906"
"711912","78.2760009765625","78.2760009765625","78.2760009765625","77.59200286865234","77.59200286865234","77.59200286865234","78.6500015258789","78.6500015258789","78.6500015258789"
"719911","78.0770034790039","78.0770034790039","78.0770034790039","76.69999694824219","76.69999694824219","76.69999694824219","77.34600067138672","77.34600067138672","77.34600067138672"
"727910","78.72799682617188","78.72799682617188","78.72799682617188","79.31099700927734","79.31099700927734","79.31099700927734","78.40699768066406","78.40699768066406","78.40699768066406"
"735909","77.56600189208984","77.56600189208984","77.56600189208984","78.23100280761719","78.23100280761719","78.23100280761719","78.98699951171875","78.98699951171875","78.98699951171875"
"743908","78.18199920654297","78.18199920654297","78.18199920654297","77.63400268554688","77.63400268554688","77.63400268554688","77.05999755859375","77.05999755859375","77.05999755859375"
"751907","78.40399932861328","78.40399932861328","78.40399932861328","77.7040023803711","77.7040023803711","77.7040023803711","77.2699966430664","77.2699966430664","77.2699966430664"
"759906","77.677001953125","77.677001953125","77.677001953125","79.18900299072266","79.18900299072266","79.18900299072266","78.24700164794922","78.24700164794922","78.24700164794922"
"767905","78.35800170898438","78.35800170898438","78.35800170898438","78.5739974975586","78.5739974975586","78.5739974975586","78.88400268554688","78.88400268554688","78.88400268554688"
"775904","78.09500122070312","78.09500122070312","78.09500122070312","78.00599670410156","78.00599670410156","78.00599670410156","77.80400085449219","77.80400085449219","77.80400085449219"
"783903","78.59200286865234","78.59200286865234","78.59200286865234","77.8270034790039","77.8270034790039","77.8270034790039","78.27899932861328","78.27899932861328","78.27899932861328"
"791902","77.46199798583984","77.46199798583984","77.46199798583984","79.16500091552734","79.16500091552734","79.16500091552734","78.96099853515625","78.96099853515625","78.96099853515625"
"799901","77.73899841308594","77.73899841308594","77.73899841308594","78.43199920654297","78.43199920654297","78.43199920654297","78.18900299072266","78.18900299072266","78.18900299072266"
"807900","78.93599700927734","78.93599700927734","78.93599700927734","78.7770004272461","78.7770004272461","78.7770004272461","78.49400329589844","78.49400329589844","78.49400329589844"
"815899","78.41799926757812","78.41799926757812","78.41799926757812","78.45700073242188","78.45700073242188","78.45700073242188","78.75499725341797","78.75499725341797","78.75499725341797"
"823898","78.58100128173828","78.58100128173828","78.58100128173828","77.78500366210938","77.78500366210938","77.78500366210938","77.83999633789062","77.83999633789062","77.83999633789062"
"831897","79.53800201416016","79.53800201416016","79.53800201416016","78.94100189208984","78.94100189208984","78.94100189208984","79.3479995727539","79.3479995727539","79.3479995727539"
"839896","78.88400268554688","78.88400268554688","78.88400268554688","78.02799987792969","78.02799987792969","78.02799987792969","77.68699645996094","77.68699645996094","77.68699645996094"
"847895","80.58999633789062","80.58999633789062","80.58999633789062","79.49099731445312","79.49099731445312","79.49099731445312","78.79399871826172","78.79399871826172","78.79399871826172"
"855894","78.2509994506836","78.2509994506836","78.2509994506836","77.67400360107422","77.67400360107422","77.67400360107422","77.55899810791016","77.55899810791016","77.55899810791016"
"863893","79.1709976196289","79.1709976196289","79.1709976196289","79.03099822998047","79.03099822998047","79.03099822998047","79.5469970703125","79.5469970703125","79.5469970703125"
"871892","79.05899810791016","79.05899810791016","79.05899810791016","78.37699890136719","78.37699890136719","78.37699890136719","78.3759994506836","78.3759994506836","78.3759994506836"
"879891","78.96099853515625","78.96099853515625","78.96099853515625","78.26200103759766","78.26200103759766","78.26200103759766","77.3479995727539","77.3479995727539","77.3479995727539"
"887890","79.14099884033203","79.14099884033203","79.14099884033203","77.9990005493164","77.9990005493164","77.9990005493164","78.60700225830078","78.60700225830078","78.60700225830078"
"895889","78.53700256347656","78.53700256347656","78.53700256347656","79.69400024414062","79.69400024414062","79.69400024414062","79.1240005493164","79.1240005493164","79.1240005493164"
"903888","77.40499877929688","77.40499877929688","77.40499877929688","78.01599884033203","78.01599884033203","78.01599884033203","78.16400146484375","78.16400146484375","78.16400146484375"
"911887","78.65399932861328","78.65399932861328","78.65399932861328","78.78399658203125","78.78399658203125","78.78399658203125","79.13700103759766","79.13700103759766","79.13700103759766"
"919886","77.7040023803711","77.7040023803711","77.7040023803711","77.66100311279297","77.66100311279297","77.66100311279297","77.19499969482422","77.19499969482422","77.19499969482422"
"927885","79.08000183105469","79.08000183105469","79.08000183105469","78.75299835205078","78.75299835205078","78.75299835205078","79.14900207519531","79.14900207519531","79.14900207519531"
"935884","79.15499877929688","79.15499877929688","79.15499877929688","79.20600128173828","79.20600128173828","79.20600128173828","78.62300109863281","78.62300109863281","78.62300109863281"
"943883","78.56800079345703","78.56800079345703","78.56800079345703","79.35800170898438","79.35800170898438","79.35800170898438","79.04000091552734","79.04000091552734","79.04000091552734"
"951882","78.78800201416016","78.78800201416016","78.78800201416016","77.64399719238281","77.64399719238281","77.64399719238281","78.52999877929688","78.52999877929688","78.52999877929688"
"959881","80.09200286865234","80.09200286865234","80.09200286865234","79.11499786376953","79.11499786376953","79.11499786376953","78.38500213623047","78.38500213623047","78.38500213623047"
"967880","80.11699676513672","80.11699676513672","80.11699676513672","80.21099853515625","80.21099853515625","80.21099853515625","80.15799713134766","80.15799713134766","80.15799713134766"
"975879","77.64399719238281","77.64399719238281","77.64399719238281","78.81600189208984","78.81600189208984","78.81600189208984","79.08599853515625","79.08599853515625","79.08599853515625"
"983878","79.68900299072266","79.68900299072266","79.68900299072266","78.43099975585938","78.43099975585938","78.43099975585938","79.00800323486328","79.00800323486328","79.00800323486328"
"991877","78.66600036621094","78.66600036621094","78.66600036621094","79.52300262451172","79.52300262451172","79.52300262451172","78.23600006103516","78.23600006103516","78.23600006103516"
"999876","80.63800048828125","80.63800048828125","80.63800048828125","80.0469970703125","80.0469970703125","80.0469970703125","79.57099914550781","79.57099914550781","79.57099914550781"
"1007875","78.60600280761719","78.60600280761719","78.60600280761719","79.06900024414062","79.06900024414062","79.06900024414062","78.87200164794922","78.87200164794922","78.87200164794922"
"1015874","79.46900177001953","79.46900177001953","79.46900177001953","79.98500061035156","79.98500061035156","79.98500061035156","79.97100067138672","79.97100067138672","79.97100067138672"
"1023873","78.63400268554688","78.63400268554688","78.63400268554688","79.6709976196289","79.6709976196289","79.6709976196289","80.27400207519531","80.27400207519531","80.27400207519531"
"1031872","77.91400146484375","77.91400146484375","77.91400146484375","79.29399871826172","79.29399871826172","79.29399871826172","77.58899688720703","77.58899688720703","77.58899688720703"
"1039871","79.2030029296875","79.2030029296875","79.2030029296875","78.45600128173828","78.45600128173828","78.45600128173828","79.38899993896484","79.38899993896484","79.38899993896484"
"1047870","78.66100311279297","78.66100311279297","78.66100311279297","79.98300170898438","79.98300170898438","79.98300170898438","78.16000366210938","78.16000366210938","78.16000366210938"
"1055869","79.07599639892578","79.07599639892578","79.07599639892578","78.30799865722656","78.30799865722656","78.30799865722656","79.1240005493164","79.1240005493164","79.1240005493164"
"1063868","79.71299743652344","79.71299743652344","79.71299743652344","80.47799682617188","80.47799682617188","80.47799682617188","80.5009994506836","80.5009994506836","80.5009994506836"
"1071867","78.9010009765625","78.9010009765625","78.9010009765625","79.58399963378906","79.58399963378906","79.58399963378906","79.65699768066406","79.65699768066406","79.65699768066406"
"1079866","78.44499969482422","78.44499969482422","78.44499969482422","78.66899871826172","78.66899871826172","78.66899871826172","79.11299896240234","79.11299896240234","79.11299896240234"
"1087865","79.15299987792969","79.15299987792969","79.15299987792969","78.65799713134766","78.65799713134766","78.65799713134766","79.90399932861328","79.90399932861328","79.90399932861328"
"1095864","79.91699981689453","79.91699981689453","79.91699981689453","79.35399627685547","79.35399627685547","79.35399627685547","80.2040023803711","80.2040023803711","80.2040023803711"
"1103863","79.29100036621094","79.29100036621094","79.29100036621094","80.2979965209961","80.2979965209961","80.2979965209961","79.1709976196289","79.1709976196289","79.1709976196289"
"1111862","79.71600341796875","79.71600341796875","79.71600341796875","80.13899993896484","80.13899993896484","80.13899993896484","80.23400115966797","80.23400115966797","80.23400115966797"
"1119861","80.5","80.5","80.5","80.00299835205078","80.00299835205078","80.00299835205078","80.48300170898438","80.48300170898438","80.48300170898438"
"1127860","80.80000305175781","80.80000305175781","80.80000305175781","79.40299987792969","79.40299987792969","79.40299987792969","78.6449966430664","78.6449966430664","78.6449966430664"
"1135859","78.41300201416016","78.41300201416016","78.41300201416016","77.61599731445312","77.61599731445312","77.61599731445312","78.25499725341797","78.25499725341797","78.25499725341797"
"1143858","80.83899688720703","80.83899688720703","80.83899688720703","79.54100036621094","79.54100036621094","79.54100036621094","79.41400146484375","79.41400146484375","79.41400146484375"
"1151857","79.62999725341797","79.62999725341797","79.62999725341797","79.59500122070312","79.59500122070312","79.59500122070312","80.38200378417969","80.38200378417969","80.38200378417969"
"1159856","79.21900177001953","79.21900177001953","79.21900177001953","79.0530014038086","79.0530014038086","79.0530014038086","79.947998046875","79.947998046875","79.947998046875"
"1167855","80.60199737548828","80.60199737548828","80.60199737548828","79.28900146484375","79.28900146484375","79.28900146484375","79.68499755859375","79.68499755859375","79.68499755859375"
"1175854","79.64700317382812","79.64700317382812","79.64700317382812","79.73899841308594","79.73899841308594","79.73899841308594","79.94999694824219","79.94999694824219","79.94999694824219"
"1183853","80.0250015258789","80.0250015258789","80.0250015258789","79.28500366210938","79.28500366210938","79.28500366210938","78.96700286865234","78.96700286865234","78.96700286865234"
"1191852","80.81400299072266","80.81400299072266","80.81400299072266","80.0270004272461","80.0270004272461","80.0270004272461","79.63600158691406","79.63600158691406","79.63600158691406"
"1199851","79.11699676513672","79.11699676513672","79.11699676513672","79.19599914550781","79.19599914550781","79.19599914550781","79.24400329589844","79.24400329589844","79.24400329589844"
"1207850","79.37100219726562","79.37100219726562","79.37100219726562","78.9469985961914","78.9469985961914","78.9469985961914","78.9990005493164","78.9990005493164","78.9990005493164"
"1215849","79.33200073242188","79.33200073242188","79.33200073242188","79.6520004272461","79.6520004272461","79.6520004272461","79.84200286865234","79.84200286865234","79.84200286865234"
"1223848","80.9729995727539","80.9729995727539","80.9729995727539","80.76599884033203","80.76599884033203","80.76599884033203","80.08000183105469","80.08000183105469","80.08000183105469"
"1231847","80.18900299072266","80.18900299072266","80.18900299072266","80.76399993896484","80.76399993896484","80.76399993896484","78.53299713134766","78.53299713134766","78.53299713134766"
"1239846","79.75599670410156","79.75599670410156","79.75599670410156","78.73100280761719","78.73100280761719","78.73100280761719","78.48899841308594","78.48899841308594","78.48899841308594"
"1247845","79.47000122070312","79.47000122070312","79.47000122070312","79.9739990234375","79.9739990234375","79.9739990234375","79.22899627685547","79.22899627685547","79.22899627685547"
"1255844","79.49600219726562","79.49600219726562","79.49600219726562","79.80699920654297","79.80699920654297","79.80699920654297","79.125","79.125","79.125"
"1263843","80.52400207519531","80.52400207519531","80.52400207519531","79.2300033569336","79.2300033569336","79.2300033569336","77.58699798583984","77.58699798583984","77.58699798583984"
"1271842","80.39600372314453","80.39600372314453","80.39600372314453","80.14900207519531","80.14900207519531","80.14900207519531","78.86699676513672","78.86699676513672","78.86699676513672"
"1279841","79.5770034790039","79.5770034790039","79.5770034790039","79.98200225830078","79.98200225830078","79.98200225830078","78.40699768066406","78.40699768066406","78.40699768066406"
"1287840","79.16799926757812","79.16799926757812","79.16799926757812","79.98500061035156","79.98500061035156","79.98500061035156","79.10900115966797","79.10900115966797","79.10900115966797"
"1295839","79.5270004272461","79.5270004272461","79.5270004272461","79.73600006103516","79.73600006103516","79.73600006103516","78.43599700927734","78.43599700927734","78.43599700927734"
"1303838","78.89399719238281","78.89399719238281","78.89399719238281","80.05699920654297","80.05699920654297","80.05699920654297","79.625","79.625","79.625"
"1311837","79.90599822998047","79.90599822998047","79.90599822998047","79.72799682617188","79.72799682617188","79.72799682617188","79.53600311279297","79.53600311279297","79.53600311279297"
"1319836","79.99099731445312","79.99099731445312","79.99099731445312","80.09600067138672","80.09600067138672","80.09600067138672","78.95099639892578","78.95099639892578","78.95099639892578"
"1327835","80.04900360107422","80.04900360107422","80.04900360107422","79.66100311279297","79.66100311279297","79.66100311279297","79.31800079345703","79.31800079345703","79.31800079345703"
"1335834","79.91799926757812","79.91799926757812","79.91799926757812","80.49400329589844","80.49400329589844","80.49400329589844","78.677001953125","78.677001953125","78.677001953125"
"1343833","79.76799774169922","79.76799774169922","79.76799774169922","78.9020004272461","78.9020004272461","78.9020004272461","78.40499877929688","78.40499877929688","78.40499877929688"
"1351832","79.76399993896484","79.76399993896484","79.76399993896484","79.10600280761719","79.10600280761719","79.10600280761719","79.48600006103516","79.48600006103516","79.48600006103516"
"1359831","79.83300018310547","79.83300018310547","79.83300018310547","79.13200378417969","79.13200378417969","79.13200378417969","79.27200317382812","79.27200317382812","79.27200317382812"
"1367830","79.26699829101562","79.26699829101562","79.26699829101562","78.80899810791016","78.80899810791016","78.80899810791016","78.43800354003906","78.43800354003906","78.43800354003906"
"1375829","79.23100280761719","79.23100280761719","79.23100280761719","79.44400024414062","79.44400024414062","79.44400024414062","78.0270004272461","78.0270004272461","78.0270004272461"
"1383828","78.7760009765625","78.7760009765625","78.7760009765625","80.0260009765625","80.0260009765625","80.0260009765625","79.51300048828125","79.51300048828125","79.51300048828125"
"1391827","79.5739974975586","79.5739974975586","79.5739974975586","79.36599731445312","79.36599731445312","79.36599731445312","79.11499786376953","79.11499786376953","79.11499786376953"
"1399826","79.45099639892578","79.45099639892578","79.45099639892578","80.62699890136719","80.62699890136719","80.62699890136719","80.74700164794922","80.74700164794922","80.74700164794922"
