"Step","RAINBOW caller & callee random","RAINBOW caller & callee random__MIN","RAINBOW caller & callee random__MAX","SAC caller & callee random","SAC caller & callee random__MIN","SAC caller & callee random__MAX","DDQN caller & callee random","DDQN caller & callee random__MIN","DDQN caller & callee random__MAX"
"1423823","77.73100280761719","77.73100280761719","77.73100280761719","77.61000061035156","77.61000061035156","77.61000061035156","77.9540023803711","77.9540023803711","77.9540023803711"
"1431822","78.35099792480469","78.35099792480469","78.35099792480469","79.46399688720703","79.46399688720703","79.46399688720703","77.13999938964844","77.13999938964844","77.13999938964844"
"1439821","78.22599792480469","78.22599792480469","78.22599792480469","78.49099731445312","78.49099731445312","78.49099731445312","76.87699890136719","76.87699890136719","76.87699890136719"
"1447820","79.08100128173828","79.08100128173828","79.08100128173828","78.3010025024414","78.3010025024414","78.3010025024414","78.23600006103516","78.23600006103516","78.23600006103516"
"1455819","78.71299743652344","78.71299743652344","78.71299743652344","77.93699645996094","77.93699645996094","77.93699645996094","77.58499908447266","77.58499908447266","77.58499908447266"
"1463818","78.50499725341797","78.50499725341797","78.50499725341797","79.8219985961914","79.8219985961914","79.8219985961914","78.33200073242188","78.33200073242188","78.33200073242188"
"1471817","79.78900146484375","79.78900146484375","79.78900146484375","78.447998046875","78.447998046875","78.447998046875","77.00900268554688","77.00900268554688","77.00900268554688"
"1479816","77.52899932861328","77.52899932861328","77.52899932861328","77.73100280761719","77.73100280761719","77.73100280761719","78.25199890136719","78.25199890136719","78.25199890136719"
"1487815","78.4729995727539","78.4729995727539","78.4729995727539","79.3479995727539","79.3479995727539","79.3479995727539","77.31099700927734","77.31099700927734","77.31099700927734"
"1495814","79.12799835205078","79.12799835205078","79.12799835205078","79.20700073242188","79.20700073242188","79.20700073242188","77.53800201416016","77.53800201416016","77.53800201416016"
"1503813","79.64299774169922","79.64299774169922","79.64299774169922","79.33499908447266","79.33499908447266","79.33499908447266","77.86499786376953","77.86499786376953","77.86499786376953"
"1511812","77.87699890136719","77.87699890136719","77.87699890136719","78.89199829101562","78.89199829101562","78.89199829101562","77.3280029296875","77.3280029296875","77.3280029296875"
"1519811","78.45700073242188","78.45700073242188","78.45700073242188","79.5459976196289","79.5459976196289","79.5459976196289","77.5459976196289","77.5459976196289","77.5459976196289"
"1527810","79.80400085449219","79.80400085449219","79.80400085449219","78.64399719238281","78.64399719238281","78.64399719238281","77.31099700927734","77.31099700927734","77.31099700927734"
"1535809","78.51100158691406","78.51100158691406","78.51100158691406","79.09100341796875","79.09100341796875","79.09100341796875","77.78700256347656","77.78700256347656","77.78700256347656"
"1543808","77.33599853515625","77.33599853515625","77.33599853515625","78.1520004272461","78.1520004272461","78.1520004272461","78.36399841308594","78.36399841308594","78.36399841308594"
"1551807","78.41000366210938","78.41000366210938","78.41000366210938","78.8280029296875","78.8280029296875","78.8280029296875","77.66500091552734","77.66500091552734","77.66500091552734"
"1559806","78.03099822998047","78.03099822998047","78.03099822998047","78.90799713134766","78.90799713134766","78.90799713134766","78.25499725341797","78.25499725341797","78.25499725341797"
"1567805","78.3280029296875","78.3280029296875","78.3280029296875","79.05000305175781","79.05000305175781","79.05000305175781","78.2750015258789","78.2750015258789","78.2750015258789"
"1575804","78.01899719238281","78.01899719238281","78.01899719238281","78.2959976196289","78.2959976196289","78.2959976196289","77.5250015258789","77.5250015258789","77.5250015258789"
"1583803","79.03700256347656","79.03700256347656","79.03700256347656","78.39399719238281","78.39399719238281","78.39399719238281","76.6729965209961","76.6729965209961","76.6729965209961"
"1591802","77.69499969482422","77.69499969482422","77.69499969482422","78.96600341796875","78.96600341796875","78.96600341796875","78.2750015258789","78.2750015258789","78.2750015258789"
