"Step","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_multiple_COMS_truth_D__1__1684103936 (Run set) - test/reward_bad_team_mean__MAX","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_multiple__1__1683970827 (Run set) - test/reward_bad_team_mean__MAX","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean__MIN","PPO_bad_single__1__1683929491 (Run set) - test/reward_bad_team_mean__MAX"
"24000","82","82","82","81.54100036621094","81.54100036621094","81.54100036621094","82.70700073242188","82.70700073242188","82.70700073242188"
"25000","82.01899719238281","82.01899719238281","82.01899719238281","82.53500366210938","82.53500366210938","82.53500366210938","81.48100280761719","81.48100280761719","81.48100280761719"
"26000","81.15899658203125","81.15899658203125","81.15899658203125","82.1240005493164","82.1240005493164","82.1240005493164","82.40499877929688","82.40499877929688","82.40499877929688"
"27000","80.9260025024414","80.9260025024414","80.9260025024414","83.04000091552734","83.04000091552734","83.04000091552734","81.9260025024414","81.9260025024414","81.9260025024414"
"28000","81.94000244140625","81.94000244140625","81.94000244140625","82.80899810791016","82.80899810791016","82.80899810791016","81.822998046875","81.822998046875","81.822998046875"
"29000","81.97200012207031","81.97200012207031","81.97200012207031","82.0780029296875","82.0780029296875","82.0780029296875","81.96900177001953","81.96900177001953","81.96900177001953"
"30000","82.76799774169922","82.76799774169922","82.76799774169922","82.87899780273438","82.87899780273438","82.87899780273438","81.9729995727539","81.9729995727539","81.9729995727539"
"31000","82.28199768066406","82.28199768066406","82.28199768066406","82.30000305175781","82.30000305175781","82.30000305175781","82.39099884033203","82.39099884033203","82.39099884033203"
"32000","81.93900299072266","81.93900299072266","81.93900299072266","82.9739990234375","82.9739990234375","82.9739990234375","82.68900299072266","82.68900299072266","82.68900299072266"
"33000","82.6729965209961","82.6729965209961","82.6729965209961","82.67400360107422","82.67400360107422","82.67400360107422","83.36100006103516","83.36100006103516","83.36100006103516"
"34000","82.37100219726562","82.37100219726562","82.37100219726562","83.2770004272461","83.2770004272461","83.2770004272461","82.57099914550781","82.57099914550781","82.57099914550781"
"35000","82.13400268554688","82.13400268554688","82.13400268554688","83.38099670410156","83.38099670410156","83.38099670410156","82.47799682617188","82.47799682617188","82.47799682617188"
"36000","82.91000366210938","82.91000366210938","82.91000366210938","83.63899993896484","83.63899993896484","83.63899993896484","82.8030014038086","82.8030014038086","82.8030014038086"
"37000","82.49500274658203","82.49500274658203","82.49500274658203","82.86199951171875","82.86199951171875","82.86199951171875","82.9520034790039","82.9520034790039","82.9520034790039"
"38000","82.33399963378906","82.33399963378906","82.33399963378906","83.92900085449219","83.92900085449219","83.92900085449219","83.21199798583984","83.21199798583984","83.21199798583984"
"39000","82.08999633789062","82.08999633789062","82.08999633789062","83.3010025024414","83.3010025024414","83.3010025024414","84.21299743652344","84.21299743652344","84.21299743652344"
"40000","82.38300323486328","82.38300323486328","82.38300323486328","82.90899658203125","82.90899658203125","82.90899658203125","82.99800109863281","82.99800109863281","82.99800109863281"
"41000","83.03399658203125","83.03399658203125","83.03399658203125","83.61499786376953","83.61499786376953","83.61499786376953","83.70099639892578","83.70099639892578","83.70099639892578"
"42000","83.06500244140625","83.06500244140625","83.06500244140625","83.98899841308594","83.98899841308594","83.98899841308594","83.31800079345703","83.31800079345703","83.31800079345703"
"43000","83.45700073242188","83.45700073242188","83.45700073242188","83.98699951171875","83.98699951171875","83.98699951171875","83.37699890136719","83.37699890136719","83.37699890136719"
"44000","82.84500122070312","82.84500122070312","82.84500122070312","83.95800018310547","83.95800018310547","83.95800018310547","83.51599884033203","83.51599884033203","83.51599884033203"
"45000","82.62699890136719","82.62699890136719","82.62699890136719","83.97100067138672","83.97100067138672","83.97100067138672","83.34600067138672","83.34600067138672","83.34600067138672"
"46000","82.91100311279297","82.91100311279297","82.91100311279297","83.7699966430664","83.7699966430664","83.7699966430664","83.48699951171875","83.48699951171875","83.48699951171875"
"47000","83.75199890136719","83.75199890136719","83.75199890136719","83.39600372314453","83.39600372314453","83.39600372314453","83.00700378417969","83.00700378417969","83.00700378417969"
"48000","83.2300033569336","83.2300033569336","83.2300033569336","83.7490005493164","83.7490005493164","83.7490005493164","83.73100280761719","83.73100280761719","83.73100280761719"
"49000","83.16400146484375","83.16400146484375","83.16400146484375","83.9260025024414","83.9260025024414","83.9260025024414","83.48300170898438","83.48300170898438","83.48300170898438"
"50000","83.3239974975586","83.3239974975586","83.3239974975586","83.89199829101562","83.89199829101562","83.89199829101562","83.7770004272461","83.7770004272461","83.7770004272461"
"51000","83.41699981689453","83.41699981689453","83.41699981689453","84.4260025024414","84.4260025024414","84.4260025024414","84.01899719238281","84.01899719238281","84.01899719238281"
"52000","83.7020034790039","83.7020034790039","83.7020034790039","84.46099853515625","84.46099853515625","84.46099853515625","83.68499755859375","83.68499755859375","83.68499755859375"
"53000","84.0260009765625","84.0260009765625","84.0260009765625","84.28800201416016","84.28800201416016","84.28800201416016","83.86000061035156","83.86000061035156","83.86000061035156"
"54000","83.75700378417969","83.75700378417969","83.75700378417969","84.51300048828125","84.51300048828125","84.51300048828125","83.46499633789062","83.46499633789062","83.46499633789062"
"55000","83.94100189208984","83.94100189208984","83.94100189208984","84.5260009765625","84.5260009765625","84.5260009765625","83.52999877929688","83.52999877929688","83.52999877929688"
"56000","84.13600158691406","84.13600158691406","84.13600158691406","84.49400329589844","84.49400329589844","84.49400329589844","83.52300262451172","83.52300262451172","83.52300262451172"
"57000","83.27200317382812","83.27200317382812","83.27200317382812","84.55999755859375","84.55999755859375","84.55999755859375","83.45600128173828","83.45600128173828","83.45600128173828"
"58000","83.37300109863281","83.37300109863281","83.37300109863281","84.63899993896484","84.63899993896484","84.63899993896484","83.76300048828125","83.76300048828125","83.76300048828125"
"59000","83.5250015258789","83.5250015258789","83.5250015258789","84.75800323486328","84.75800323486328","84.75800323486328","83.85700225830078","83.85700225830078","83.85700225830078"
"60000","83.19400024414062","83.19400024414062","83.19400024414062","84.68099975585938","84.68099975585938","84.68099975585938","83.86599731445312","83.86599731445312","83.86599731445312"
"61000","83.48200225830078","83.48200225830078","83.48200225830078","84.64900207519531","84.64900207519531","84.64900207519531","83.95500183105469","83.95500183105469","83.95500183105469"
"62000","83.41899871826172","83.41899871826172","83.41899871826172","84.67900085449219","84.67900085449219","84.67900085449219","84.02100372314453","84.02100372314453","84.02100372314453"
"62500","83.802001953125","83.802001953125","83.802001953125","84.90299987792969","84.90299987792969","84.90299987792969","88.27100372314453","88.27100372314453","88.27100372314453"
"63500","84.46900177001953","84.46900177001953","84.46900177001953","86.04000091552734","86.04000091552734","86.04000091552734","88.89199829101562","88.89199829101562","88.89199829101562"
"64500","85.16999816894531","85.16999816894531","85.16999816894531","86.8290023803711","86.8290023803711","86.8290023803711","88.87899780273438","88.87899780273438","88.87899780273438"
"65500","87.06500244140625","87.06500244140625","87.06500244140625","89.5270004272461","89.5270004272461","89.5270004272461","89.33999633789062","89.33999633789062","89.33999633789062"
"66500","86.88800048828125","86.88800048828125","86.88800048828125","88.927001953125","88.927001953125","88.927001953125","89.625","89.625","89.625"
"67500","87.91699981689453","87.91699981689453","87.91699981689453","89.35800170898438","89.35800170898438","89.35800170898438","89.88300323486328","89.88300323486328","89.88300323486328"
"68500","87.4020004272461","87.4020004272461","87.4020004272461","89.35099792480469","89.35099792480469","89.35099792480469","90.13800048828125","90.13800048828125","90.13800048828125"
"69500","87.87799835205078","87.87799835205078","87.87799835205078","89.12200164794922","89.12200164794922","89.12200164794922","89.37300109863281","89.37300109863281","89.37300109863281"
"70500","87.87799835205078","87.87799835205078","87.87799835205078","89.23899841308594","89.23899841308594","89.23899841308594","89.83100128173828","89.83100128173828","89.83100128173828"
"71500","88.61000061035156","88.61000061035156","88.61000061035156","90.06900024414062","90.06900024414062","90.06900024414062","89.57499694824219","89.57499694824219","89.57499694824219"
"72500","88.28600311279297","88.28600311279297","88.28600311279297","89.78800201416016","89.78800201416016","89.78800201416016","89.31900024414062","89.31900024414062","89.31900024414062"
"73500","87.50900268554688","87.50900268554688","87.50900268554688","90.40499877929688","90.40499877929688","90.40499877929688","90.36399841308594","90.36399841308594","90.36399841308594"
"74500","88.53500366210938","88.53500366210938","88.53500366210938","89.64600372314453","89.64600372314453","89.64600372314453","91.04100036621094","91.04100036621094","91.04100036621094"
"75500","88.302001953125","88.302001953125","88.302001953125","90.47799682617188","90.47799682617188","90.47799682617188","90.052001953125","90.052001953125","90.052001953125"
"76500","88.39900207519531","88.39900207519531","88.39900207519531","90.96900177001953","90.96900177001953","90.96900177001953","90.2770004272461","90.2770004272461","90.2770004272461"
"77500","88.78500366210938","88.78500366210938","88.78500366210938","89.83699798583984","89.83699798583984","89.83699798583984","90.4800033569336","90.4800033569336","90.4800033569336"
"78500","89.11000061035156","89.11000061035156","89.11000061035156","90.15499877929688","90.15499877929688","90.15499877929688","90.93699645996094","90.93699645996094","90.93699645996094"
"79500","88.86000061035156","88.86000061035156","88.86000061035156","90.69400024414062","90.69400024414062","90.69400024414062","90.97100067138672","90.97100067138672","90.97100067138672"
"80500","87.58100128173828","87.58100128173828","87.58100128173828","90.63200378417969","90.63200378417969","90.63200378417969","90.68099975585938","90.68099975585938","90.68099975585938"
"81500","89.31300354003906","89.31300354003906","89.31300354003906","90.40399932861328","90.40399932861328","90.40399932861328","90.83899688720703","90.83899688720703","90.83899688720703"
"82500","89.3219985961914","89.3219985961914","89.3219985961914","90.78700256347656","90.78700256347656","90.78700256347656","90.4530029296875","90.4530029296875","90.4530029296875"
"83500","88.80000305175781","88.80000305175781","88.80000305175781","89.68499755859375","89.68499755859375","89.68499755859375","90.66600036621094","90.66600036621094","90.66600036621094"
"84500","88.7229995727539","88.7229995727539","88.7229995727539","90.38099670410156","90.38099670410156","90.38099670410156","90.54900360107422","90.54900360107422","90.54900360107422"
"85500","88.55500030517578","88.55500030517578","88.55500030517578","89.75199890136719","89.75199890136719","89.75199890136719","91.1259994506836","91.1259994506836","91.1259994506836"
"86500","88.89099884033203","88.89099884033203","88.89099884033203","91.32099914550781","91.32099914550781","91.32099914550781","90.47200012207031","90.47200012207031","90.47200012207031"
"87500","89.18599700927734","89.18599700927734","89.18599700927734","90.58799743652344","90.58799743652344","90.58799743652344","90.5739974975586","90.5739974975586","90.5739974975586"
"88500","88.22599792480469","88.22599792480469","88.22599792480469","90.81800079345703","90.81800079345703","90.81800079345703","90.84300231933594","90.84300231933594","90.84300231933594"
"89500","88.61900329589844","88.61900329589844","88.61900329589844","91.40699768066406","91.40699768066406","91.40699768066406","90.44599914550781","90.44599914550781","90.44599914550781"
"90500","88.14900207519531","88.14900207519531","88.14900207519531","91.37200164794922","91.37200164794922","91.37200164794922","90.97699737548828","90.97699737548828","90.97699737548828"
"91500","88.37200164794922","88.37200164794922","88.37200164794922","91.09600067138672","91.09600067138672","91.09600067138672","90.95800018310547","90.95800018310547","90.95800018310547"
"92500","88.6240005493164","88.6240005493164","88.6240005493164","91.0199966430664","91.0199966430664","91.0199966430664","91.09700012207031","91.09700012207031","91.09700012207031"
"93500","88.39900207519531","88.39900207519531","88.39900207519531","91.1780014038086","91.1780014038086","91.1780014038086","91.11399841308594","91.11399841308594","91.11399841308594"
"94500","88.72899627685547","88.72899627685547","88.72899627685547","91.552001953125","91.552001953125","91.552001953125","91.00700378417969","91.00700378417969","91.00700378417969"
"95500","88.88899993896484","88.88899993896484","88.88899993896484","90.86799621582031","90.86799621582031","90.86799621582031","90.98300170898438","90.98300170898438","90.98300170898438"
"96500","89.11299896240234","89.11299896240234","89.11299896240234","91.37999725341797","91.37999725341797","91.37999725341797","91.38099670410156","91.38099670410156","91.38099670410156"
"97500","89.19999694824219","89.19999694824219","89.19999694824219","91.53399658203125","91.53399658203125","91.53399658203125","91.6780014038086","91.6780014038086","91.6780014038086"
"98500","89.13800048828125","89.13800048828125","89.13800048828125","91.56099700927734","91.56099700927734","91.56099700927734","91.36599731445312","91.36599731445312","91.36599731445312"
"99500","89.13200378417969","89.13200378417969","89.13200378417969","90.93599700927734","90.93599700927734","90.93599700927734","91.53500366210938","91.53500366210938","91.53500366210938"
"100500","89.35600280761719","89.35600280761719","89.35600280761719","91.05000305175781","91.05000305175781","91.05000305175781","91.07599639892578","91.07599639892578","91.07599639892578"
"101500","88.56099700927734","88.56099700927734","88.56099700927734","91.62000274658203","91.62000274658203","91.62000274658203","91.6760025024414","91.6760025024414","91.6760025024414"
"102500","88.97200012207031","88.97200012207031","88.97200012207031","91.30000305175781","91.30000305175781","91.30000305175781","91.5270004272461","91.5270004272461","91.5270004272461"
"103500","88.95700073242188","88.95700073242188","88.95700073242188","91.0790023803711","91.0790023803711","91.0790023803711","91.56400299072266","91.56400299072266","91.56400299072266"
"104500","89.12200164794922","89.12200164794922","89.12200164794922","91.5250015258789","91.5250015258789","91.5250015258789","91.1760025024414","91.1760025024414","91.1760025024414"
"105500","89.28299713134766","89.28299713134766","89.28299713134766","91.70500183105469","91.70500183105469","91.70500183105469","91.37200164794922","91.37200164794922","91.37200164794922"
"106500","90.0250015258789","90.0250015258789","90.0250015258789","91.4990005493164","91.4990005493164","91.4990005493164","91.80899810791016","91.80899810791016","91.80899810791016"
"107500","89.15499877929688","89.15499877929688","89.15499877929688","91.6240005493164","91.6240005493164","91.6240005493164","92.3270034790039","92.3270034790039","92.3270034790039"
"108500","88.802001953125","88.802001953125","88.802001953125","92.52200317382812","92.52200317382812","92.52200317382812","92.39399719238281","92.39399719238281","92.39399719238281"
"109500","89.3759994506836","89.3759994506836","89.3759994506836","91.89299774169922","91.89299774169922","91.89299774169922","92.10700225830078","92.10700225830078","92.10700225830078"
"110500","89.9229965209961","89.9229965209961","89.9229965209961","91.81800079345703","91.81800079345703","91.81800079345703","92.19499969482422","92.19499969482422","92.19499969482422"
"111500","89.76499938964844","89.76499938964844","89.76499938964844","92.05400085449219","92.05400085449219","92.05400085449219","91.63500213623047","91.63500213623047","91.63500213623047"
"112500","90.19499969482422","90.19499969482422","90.19499969482422","92.3489990234375","92.3489990234375","92.3489990234375","91.72899627685547","91.72899627685547","91.72899627685547"
"113500","89.80899810791016","89.80899810791016","89.80899810791016","92.15399932861328","92.15399932861328","92.15399932861328","91.91200256347656","91.91200256347656","91.91200256347656"
"114500","89.54000091552734","89.54000091552734","89.54000091552734","92.23200225830078","92.23200225830078","92.23200225830078","92.09600067138672","92.09600067138672","92.09600067138672"
"115500","90.12899780273438","90.12899780273438","90.12899780273438","91.69499969482422","91.69499969482422","91.69499969482422","91.96099853515625","91.96099853515625","91.96099853515625"
"116500","90.0989990234375","90.0989990234375","90.0989990234375","92.04100036621094","92.04100036621094","92.04100036621094","91.73899841308594","91.73899841308594","91.73899841308594"
"117500","89.7770004272461","89.7770004272461","89.7770004272461","91.46199798583984","91.46199798583984","91.46199798583984","92.04199981689453","92.04199981689453","92.04199981689453"
"118500","89.98500061035156","89.98500061035156","89.98500061035156","92.0459976196289","92.0459976196289","92.0459976196289","91.68800354003906","91.68800354003906","91.68800354003906"
"119500","90.31800079345703","90.31800079345703","90.31800079345703","92.1719970703125","92.1719970703125","92.1719970703125","91.75599670410156","91.75599670410156","91.75599670410156"
"120500","90.58999633789062","90.58999633789062","90.58999633789062","92.22899627685547","92.22899627685547","92.22899627685547","91.91300201416016","91.91300201416016","91.91300201416016"
"121500","90.18800354003906","90.18800354003906","90.18800354003906","92.36100006103516","92.36100006103516","92.36100006103516","92.125","92.125","92.125"
"122500","90.35600280761719","90.35600280761719","90.35600280761719","92.58000183105469","92.58000183105469","92.58000183105469","92.0790023803711","92.0790023803711","92.0790023803711"
"123500","90.0199966430664","90.0199966430664","90.0199966430664","92.24700164794922","92.24700164794922","92.24700164794922","91.86199951171875","91.86199951171875","91.86199951171875"
"124500","89.92400360107422","89.92400360107422","89.92400360107422","92.41300201416016","92.41300201416016","92.41300201416016","91.79199981689453","91.79199981689453","91.79199981689453"
"125000","89.98500061035156","89.98500061035156","89.98500061035156","92.43299865722656","92.43299865722656","92.43299865722656","88.16600036621094","88.16600036621094","88.16600036621094"
"126000","90.0479965209961","90.0479965209961","90.0479965209961","91.3499984741211","91.3499984741211","91.3499984741211","89.56999969482422","89.56999969482422","89.56999969482422"
"127000","89.68800354003906","89.68800354003906","89.68800354003906","92.38999938964844","92.38999938964844","92.38999938964844","90.0459976196289","90.0459976196289","90.0459976196289"
"128000","90.01699829101562","90.01699829101562","90.01699829101562","92.24099731445312","92.24099731445312","92.24099731445312","90.27799987792969","90.27799987792969","90.27799987792969"
"129000","89.46399688720703","89.46399688720703","89.46399688720703","92.26200103759766","92.26200103759766","92.26200103759766","90.96600341796875","90.96600341796875","90.96600341796875"
"130000","89.5999984741211","89.5999984741211","89.5999984741211","92.12100219726562","92.12100219726562","92.12100219726562","91.55999755859375","91.55999755859375","91.55999755859375"
"131000","90.59700012207031","90.59700012207031","90.59700012207031","91.73699951171875","91.73699951171875","91.73699951171875","91.51599884033203","91.51599884033203","91.51599884033203"
"132000","89.4990005493164","89.4990005493164","89.4990005493164","91.21399688720703","91.21399688720703","91.21399688720703","91.75499725341797","91.75499725341797","91.75499725341797"
"133000","90.90899658203125","90.90899658203125","90.90899658203125","91.63099670410156","91.63099670410156","91.63099670410156","91.875","91.875","91.875"
"134000","90.12999725341797","90.12999725341797","90.12999725341797","91.3270034790039","91.3270034790039","91.3270034790039","91.80799865722656","91.80799865722656","91.80799865722656"
"135000","90.23500061035156","90.23500061035156","90.23500061035156","91.20800018310547","91.20800018310547","91.20800018310547","92.5770034790039","92.5770034790039","92.5770034790039"
"136000","89.53399658203125","89.53399658203125","89.53399658203125","92.17900085449219","92.17900085449219","92.17900085449219","92.08799743652344","92.08799743652344","92.08799743652344"
"137000","90.11499786376953","90.11499786376953","90.11499786376953","91.98600006103516","91.98600006103516","91.98600006103516","92.11399841308594","92.11399841308594","92.11399841308594"
"138000","90.49099731445312","90.49099731445312","90.49099731445312","92.22100067138672","92.22100067138672","92.22100067138672","92.6050033569336","92.6050033569336","92.6050033569336"
"139000","90.68099975585938","90.68099975585938","90.68099975585938","91.80799865722656","91.80799865722656","91.80799865722656","92.34300231933594","92.34300231933594","92.34300231933594"
"140000","89.94999694824219","89.94999694824219","89.94999694824219","91.54000091552734","91.54000091552734","91.54000091552734","91.53900146484375","91.53900146484375","91.53900146484375"
"141000","90.18800354003906","90.18800354003906","90.18800354003906","92.55599975585938","92.55599975585938","92.55599975585938","91.63300323486328","91.63300323486328","91.63300323486328"
"142000","89.98100280761719","89.98100280761719","89.98100280761719","92.76699829101562","92.76699829101562","92.76699829101562","91.88500213623047","91.88500213623047","91.88500213623047"
"143000","89.92400360107422","89.92400360107422","89.92400360107422","92.53500366210938","92.53500366210938","92.53500366210938","91.47599792480469","91.47599792480469","91.47599792480469"
"144000","91.01399993896484","91.01399993896484","91.01399993896484","92.24800109863281","92.24800109863281","92.24800109863281","91.99400329589844","91.99400329589844","91.99400329589844"
"145000","90.94999694824219","90.94999694824219","90.94999694824219","92.08000183105469","92.08000183105469","92.08000183105469","92.8949966430664","92.8949966430664","92.8949966430664"
"146000","90.28500366210938","90.28500366210938","90.28500366210938","91.7979965209961","91.7979965209961","91.7979965209961","92.24299621582031","92.24299621582031","92.24299621582031"
"147000","89.94400024414062","89.94400024414062","89.94400024414062","92.03700256347656","92.03700256347656","92.03700256347656","92.11599731445312","92.11599731445312","92.11599731445312"
"148000","90.18000030517578","90.18000030517578","90.18000030517578","92.24800109863281","92.24800109863281","92.24800109863281","92.28800201416016","92.28800201416016","92.28800201416016"
"149000","90.56199645996094","90.56199645996094","90.56199645996094","91.8740005493164","91.8740005493164","91.8740005493164","92.44300079345703","92.44300079345703","92.44300079345703"
"150000","90.51300048828125","90.51300048828125","90.51300048828125","92.28900146484375","92.28900146484375","92.28900146484375","92.72200012207031","92.72200012207031","92.72200012207031"
"151000","91.12200164794922","91.12200164794922","91.12200164794922","92.46800231933594","92.46800231933594","92.46800231933594","92.3479995727539","92.3479995727539","92.3479995727539"
"152000","91.13200378417969","91.13200378417969","91.13200378417969","92.56400299072266","92.56400299072266","92.56400299072266","92.55799865722656","92.55799865722656","92.55799865722656"
"153000","90.44000244140625","90.44000244140625","90.44000244140625","92.76100158691406","92.76100158691406","92.76100158691406","93.20800018310547","93.20800018310547","93.20800018310547"
"154000","90.99099731445312","90.99099731445312","90.99099731445312","92.46199798583984","92.46199798583984","92.46199798583984","92.70700073242188","92.70700073242188","92.70700073242188"
"155000","90.3489990234375","90.3489990234375","90.3489990234375","92.03800201416016","92.03800201416016","92.03800201416016","92.78800201416016","92.78800201416016","92.78800201416016"
"156000","90.43000030517578","90.43000030517578","90.43000030517578","92.9540023803711","92.9540023803711","92.9540023803711","92.75499725341797","92.75499725341797","92.75499725341797"
"157000","90.33399963378906","90.33399963378906","90.33399963378906","92.91699981689453","92.91699981689453","92.91699981689453","93.0780029296875","93.0780029296875","93.0780029296875"
"158000","90.88400268554688","90.88400268554688","90.88400268554688","93.78399658203125","93.78399658203125","93.78399658203125","92.6520004272461","92.6520004272461","92.6520004272461"
"159000","91.50900268554688","91.50900268554688","91.50900268554688","92.447998046875","92.447998046875","92.447998046875","92.08300018310547","92.08300018310547","92.08300018310547"
"160000","91.05500030517578","91.05500030517578","91.05500030517578","92.6729965209961","92.6729965209961","92.6729965209961","92.49500274658203","92.49500274658203","92.49500274658203"
"161000","91.35800170898438","91.35800170898438","91.35800170898438","92.76100158691406","92.76100158691406","92.76100158691406","93.01499938964844","93.01499938964844","93.01499938964844"
"162000","90.46700286865234","90.46700286865234","90.46700286865234","93.16999816894531","93.16999816894531","93.16999816894531","92.96600341796875","92.96600341796875","92.96600341796875"
"163000","90.47699737548828","90.47699737548828","90.47699737548828","93.25599670410156","93.25599670410156","93.25599670410156","92.89600372314453","92.89600372314453","92.89600372314453"
"164000","91.18499755859375","91.18499755859375","91.18499755859375","92.91999816894531","92.91999816894531","92.91999816894531","93.11799621582031","93.11799621582031","93.11799621582031"
"165000","91.4219970703125","91.4219970703125","91.4219970703125","93.09700012207031","93.09700012207031","93.09700012207031","92.67400360107422","92.67400360107422","92.67400360107422"
"166000","91.2249984741211","91.2249984741211","91.2249984741211","92.79100036621094","92.79100036621094","92.79100036621094","92.77100372314453","92.77100372314453","92.77100372314453"
"167000","91.03299713134766","91.03299713134766","91.03299713134766","93.04399871826172","93.04399871826172","93.04399871826172","92.552001953125","92.552001953125","92.552001953125"
"168000","91.07599639892578","91.07599639892578","91.07599639892578","93.15299987792969","93.15299987792969","93.15299987792969","92.77799987792969","92.77799987792969","92.77799987792969"
"169000","91.322998046875","91.322998046875","91.322998046875","93.43299865722656","93.43299865722656","93.43299865722656","93.15699768066406","93.15699768066406","93.15699768066406"
"170000","91.4729995727539","91.4729995727539","91.4729995727539","93.27100372314453","93.27100372314453","93.27100372314453","92.9000015258789","92.9000015258789","92.9000015258789"
"171000","91.052001953125","91.052001953125","91.052001953125","93.15799713134766","93.15799713134766","93.15799713134766","92.88500213623047","92.88500213623047","92.88500213623047"
