"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good"
"1","5","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P2","38400000","86.087","33.913"
"1","6","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P2","51200000","85.588","34.412000000000006"
"1","7","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P2","64000000","83.789","36.211"
"1","8","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P2","76800000","85.211","34.789"
"1","9","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=False P2","80000000","85.074","34.926"
"1","10","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","12800000","91.707","28.293000000000006"
"1","11","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","25600000","88.38","31.620000000000005"
"1","12","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","38400000","87.959","32.041"
"1","13","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","51200000","84.261","35.739000000000004"
"1","14","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","64000000","82.426","37.574"
"1","15","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","76800000","83.462","36.538"
"1","16","RNN h=128 m=128 P2","76800128","NN h=32 sample_batch=True P2","80000000","83.447","36.553"
"1","17","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","12800000","92.776","27.224000000000004"
"1","18","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","25600000","90.641","29.358999999999995"
"1","19","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","38400000","86.337","33.663"
"1","20","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","51200000","85.052","34.94799999999999"
"1","21","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","64000000","86.625","33.375"
"1","22","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","76800000","85.803","34.197"
"1","23","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=True P2","80000000","84.895","35.105000000000004"
"1","24","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","12800000","92.708","27.292"
"1","25","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","25600000","90.988","29.012"
"1","26","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","38400000","90.206","29.793999999999997"
"1","27","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","51200000","88.883","31.117000000000004"
"1","28","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","64000000","85.542","34.458"
"1","29","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","76800000","84.49","35.510000000000005"
"1","30","RNN h=128 m=128 P2","76800128","NN h=64 sample_batch=False P2","80000000","85.144","34.855999999999995"
"1","31","RNN h=128 m=128 P2","76800128","RNN h=128 m=128 P2","12800000","92.031","27.968999999999994"
"1","32","RNN h=128 m=128 P2","76800128","RNN h=128 m=128 P2","25600000","91.888","28.111999999999995"
"1","33","RNN h=128 m=128 P2","76800128","RNN h=128 m=128 P2","38400000","90.991","29.009"
"1","34","RNN h=128 m=128 P2","76800128","RNN h=128 m=128 P2","51200000","87.888","32.111999999999995"
"1","35","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","12800000","93.877","26.123000000000005"
"1","36","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","25600000","92.93","27.069999999999993"
"1","37","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","38400000","87.932","32.068"
"1","38","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","51200000","88.122","31.878"
"1","39","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","64000000","86.783","33.217"
"1","40","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","76800000","85.624","34.376000000000005"
"1","41","RNN h=128 m=128 P2","76800128","RNN h=128 m=64 P2","80000000","86.514","33.486000000000004"
"1","42","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","12800000","96.412","23.587999999999994"
"1","43","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","25600000","90.791","29.209000000000003"
"1","44","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","38400000","88.008","31.992000000000004"
"1","45","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","51200000","87.474","32.525999999999996"
"1","46","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","64000000","85.727","34.272999999999996"
"1","47","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","76800000","86.268","33.732"
"1","48","RNN h=128 m=128 P2","76800128","RNN h=64 m=128 P2","80000000","86.844","33.156000000000006"
"1","49","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","12800000","93.311","26.688999999999993"
"1","50","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","25600000","90.906","29.093999999999994"
"1","51","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","38400000","89.179","30.820999999999998"
"1","52","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","51200000","87.198","32.80200000000001"
"1","53","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","64000000","85.877","34.123000000000005"
"1","54","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","76800000","86.501","33.498999999999995"
"1","55","RNN h=128 m=128 P2","76800128","RNN h=64 m=64 P2","80000000","85.699","34.301"
"1","56","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","12800000","98.396","21.604"
"1","57","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","25600000","93.851","26.149"
"1","58","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","38400000","91.181","28.819000000000003"
"1","59","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","51200000","88.827","31.173000000000002"
"1","60","RNN h=128 m=128 P2","76800128","RNN h=32 m=128 P2","64000000","88.263","31.736999999999995"
