"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good","caller/truth_ratio","caller/Messages.CARICO_NOT_BRISCOLA_True","caller/Messages.CARICO_NOT_BRISCOLA_False","caller/Messages.BRISCOLINO_True","caller/Messages.BRISCOLINO_False","caller/Messages.BRISCOLA_FIGURA_True","caller/Messages.BRISCOLA_FIGURA_False","caller/Messages.BRISCOLA_CARICO_True","caller/Messages.BRISCOLA_CARICO_False","caller/Messages.LISCIO_True","caller/Messages.LISCIO_False","callee/truth_ratio","callee/Messages.CARICO_NOT_BRISCOLA_True","callee/Messages.CARICO_NOT_BRISCOLA_False","callee/Messages.BRISCOLINO_True","callee/Messages.BRISCOLINO_False","callee/Messages.BRISCOLA_FIGURA_True","callee/Messages.BRISCOLA_FIGURA_False","callee/Messages.BRISCOLA_CARICO_True","callee/Messages.BRISCOLA_CARICO_False","callee/Messages.LISCIO_True","callee/Messages.LISCIO_False","good/truth_ratio","good/Messages.CARICO_NOT_BRISCOLA_True","good/Messages.CARICO_NOT_BRISCOLA_False","good/Messages.BRISCOLINO_True","good/Messages.BRISCOLINO_False","good/Messages.BRISCOLA_FIGURA_True","good/Messages.BRISCOLA_FIGURA_False","good/Messages.BRISCOLA_CARICO_True","good/Messages.BRISCOLA_CARICO_False","good/Messages.LISCIO_True","good/Messages.LISCIO_False"
"110","34","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","25600000","74.811","45.18899999999999","0.9905","0.58775","0.00425","0.17575","0.004125","0.0105","0.001125","0.036125","0.0","0.180375","0.0","0.988125","0.613875","0.00675","0.14675","0.004875","0.005875","0.00025","0.032625","0.0","0.189","0.0","0.9992500000000002","0.029250000000000085","0.0","0.260333333333333","0.000125","0.4044583333333332","0.000375","0.16812499999999994","0.00016666666666666666","0.13708333333333342","8.333333333333333e-05"
"110","35","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","51200000","68.911","51.089","0.988875","0.587625","0.0055","0.18","0.004125","0.008625","0.0015","0.037","0.0","0.175625","0.0","0.98925","0.609625","0.005625","0.156125","0.004875","0.004625","0.00025","0.031","0.0","0.187875","0.0","0.999625","0.05287499999999984","0.0","0.33087499999999986","0.00016666666666666666","0.09379166666666668","0.0","0.27270833333333355","0.00020833333333333332","0.24937499999999987","0.0"
"110","36","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","76800000","66.006","53.994","0.98875","0.593875","0.005","0.169125","0.005625","0.009875","0.000625","0.0375","0.0","0.178375","0.0","0.98875","0.625625","0.004375","0.140625","0.006625","0.005625","0.00025","0.029375","0.0","0.1875","0.0","0.9955833333333337","0.21954166666666672","0.003124999999999999","0.2925833333333334","4.1666666666666665e-05","0.18129166666666666","0.000125","0.14358333333333342","0.0007499999999999999","0.15858333333333333","0.000375"
"110","37","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","102400000","67.159","52.840999999999994","0.987625","0.58","0.004875","0.178625","0.005875","0.007375","0.001625","0.03575","0.0","0.185875","0.0","0.98675","0.61625","0.006","0.14725","0.007","0.0025","0.00025","0.031125","0.0","0.189625","0.0","0.9059583333333339","0.11937500000000006","0.04699999999999992","0.28270833333333284","0.00566666666666667","0.03716666666666672","0.0010416666666666662","0.1675833333333335","0.039750000000000014","0.29912500000000014","0.0005833333333333333"
"110","38","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","128000000","68.946","51.054","0.989","0.58025","0.004875","0.1715","0.004625","0.01025","0.0015","0.03675","0.0","0.19025","0.0","0.988","0.60375","0.005875","0.15175","0.0055","0.004375","0.000625","0.033625","0.0","0.1945","0.0","0.9983333333333337","0.08566666666666663","0.00024999999999999995","0.34170833333333267","0.0","0.2370000000000003","0.0","0.136875","0.0013750000000000001","0.19708333333333355","4.1666666666666665e-05"
"110","39","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","153600000","65.559","54.441","0.9885","0.5835","0.005125","0.17025","0.005875","0.009875","0.0005","0.0425","0.0","0.182375","0.0","0.98725","0.611125","0.006","0.147375","0.00675","0.006","0.0","0.03325","0.0","0.1895","0.0","0.9977083333333338","0.21262500000000006","0.00016666666666666666","0.24991666666666654","0.0003333333333333334","0.2247083333333333","0.0","0.17970833333333316","0.0016250000000000001","0.13075000000000006","0.00016666666666666666"
"110","40","COMM RNN h=32 m=64 P1","102400000","COMM NN h=64 sample_batch=True P2","160000000","64.943","55.057","0.9895","0.59","0.004625","0.16975","0.00525","0.009","0.000625","0.040125","0.0","0.180625","0.0","0.9905","0.6145","0.004875","0.1465","0.004625","0.00425","0.0","0.03","0.0","0.19525","0.0","0.9967500000000004","0.21879166666666655","0.0004583333333333333","0.21145833333333303","0.000375","0.21370833333333356","0.0","0.19262499999999994","0.0021666666666666666","0.1601666666666667","0.00024999999999999995"
"110","41","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=128 P2","25600000","81.306","38.694","0.9845","0.562","0.008375","0.1955","0.00675","0.014375","0.000375","0.037625","0.0","0.175","0.0","0.982","0.578625","0.008625","0.172375","0.008375","0.009875","0.001","0.031375","0.0","0.18975","0.0","1.0","0.06029166666666673","0.0","0.045291666666666605","0.0","0.5924999999999996","0.0","0.00024999999999999995","0.0","0.30166666666666664","0.0"
"110","42","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=128 P2","51200000","74.689","45.31100000000001","0.98525","0.563","0.007125","0.18775","0.00625","0.013875","0.001375","0.040125","0.0","0.1805","0.0","0.98675","0.587875","0.007875","0.167","0.005125","0.007125","0.00025","0.032375","0.0","0.192375","0.0","1.0","0.32787500000000025","0.0","0.0596666666666666","0.0","0.1535416666666668","0.0","0.11937500000000015","0.0","0.33954166666666663","0.0"
"110","43","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=128 P2","76800000","71.5","48.5","0.98425","0.56175","0.007625","0.19","0.007125","0.014","0.001","0.03775","0.0","0.18075","0.0","0.98475","0.59","0.007125","0.16675","0.007875","0.006","0.00025","0.02775","0.0","0.19425","0.0","1.0","0.11279166666666685","0.0","0.5652083333333335","0.0","0.043666666666666666","0.0","0.03799999999999997","0.0","0.24033333333333315","0.0"
"110","44","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","25600000","76.632","43.367999999999995","0.9845","0.566375","0.00775","0.187875","0.006","0.016125","0.00175","0.034","0.0","0.180125","0.0","0.985125","0.588625","0.00775","0.167375","0.006375","0.00825","0.00075","0.032125","0.0","0.18875","0.0","1.0","0.2384166666666668","0.0","0.039666666666666676","0.0","0.46666666666666634","0.0","0.0","0.0","0.25524999999999975","0.0"
"110","45","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","51200000","73.119","46.881","0.979875","0.562875","0.010125","0.178375","0.008125","0.009875","0.001875","0.03475","0.0","0.194","0.0","0.98025","0.589625","0.00925","0.156375","0.010375","0.004625","0.000125","0.02425","0.0","0.205375","0.0","1.0","0.686708333333334","0.0","0.016749999999999998","0.0","0.04075000000000001","0.0","0.08899999999999994","0.0","0.16679166666666664","0.0"
"110","46","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","76800000","71.399","48.601","0.9855","0.572375","0.00775","0.17925","0.006125","0.00975","0.000625","0.037625","0.0","0.1865","0.0","0.98425","0.608125","0.008","0.148625","0.00775","0.006375","0.0","0.02875","0.0","0.192375","0.0","1.0","0.334583333333333","0.0","0.0","0.0","0.2330833333333333","0.0","0.000125","0.0","0.4322083333333339","0.0"
"110","47","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","102400000","67.846","52.153999999999996","0.985375","0.569625","0.00575","0.18475","0.007375","0.008125","0.0015","0.036","0.0","0.186875","0.0","0.985125","0.597","0.00625","0.155875","0.00825","0.005125","0.000375","0.0295","0.0","0.197625","0.0","0.9999583333333333","0.2636666666666669","4.1666666666666665e-05","0.0","0.0","0.05149999999999989","0.0","0.003541666666666664","0.0","0.6812500000000001","0.0"
"110","48","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","128000000","67.38","52.620000000000005","0.984125","0.565375","0.006875","0.180625","0.007875","0.00875","0.001125","0.03825","0.0","0.191125","0.0","0.980125","0.601875","0.00875","0.14725","0.010375","0.004","0.00075","0.02975","0.0","0.19725","0.0","0.9996250000000002","0.4133750000000002","4.1666666666666665e-05","4.1666666666666665e-05","0.00024999999999999995","0.015541666666666629","0.0","0.3007500000000001","0.0","0.2699166666666667","8.333333333333333e-05"
"110","49","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","153600000","67.547","52.453","0.9875","0.565875","0.00525","0.189625","0.006","0.009375","0.00125","0.033375","0.0","0.18925","0.0","0.9855","0.6005","0.00775","0.15425","0.006625","0.003375","0.000125","0.025125","0.0","0.20225","0.0","1.0","0.30204166666666626","0.0","0.0","0.0","0.06441666666666654","0.0","0.2119166666666667","0.0","0.4216249999999997","0.0"
"110","50","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=128 m=64 P2","160000000","65.924","54.07599999999999","0.98675","0.56525","0.0055","0.18575","0.00625","0.00975","0.0015","0.035125","0.0","0.190875","0.0","0.985125","0.59625","0.007","0.157625","0.00725","0.003125","0.000625","0.027625","0.0","0.2005","0.0","1.0","0.38208333333333366","0.0","0.0","0.0","0.047666666666666635","0.0","0.3205","0.0","0.24975000000000017","0.0"
"110","51","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=64 m=128 P2","25600000","82.074","37.926","0.98225","0.54325","0.00875","0.195625","0.00775","0.0145","0.00125","0.0365","0.0","0.192375","0.0","0.98225","0.57","0.00875","0.170625","0.008375","0.00625","0.000625","0.029125","0.0","0.20625","0.0","0.9957500000000008","0.7492916666666679","8.333333333333333e-05","0.04599999999999991","0.0005","0.1572083333333334","4.1666666666666665e-05","0.022208333333333344","0.002416666666666666","0.02104166666666668","0.0012083333333333332"
"110","52","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=64 m=128 P2","51200000","70.887","49.113","0.98425","0.566125","0.0085","0.188","0.005625","0.014375","0.001625","0.032375","0.0","0.183375","0.0","0.98525","0.594625","0.00775","0.159","0.0065","0.00775","0.0005","0.028875","0.0","0.195","0.0","0.9817500000000009","0.11083333333333334","0.0038749999999999974","0.18379166666666646","0.000125","0.31487500000000007","0.0","0.20045833333333296","0.0","0.17179166666666662","0.014249999999999997"
"110","53","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=64 m=128 P2","76800000","65.635","54.364999999999995","0.98825","0.575625","0.005875","0.177125","0.005125","0.012","0.00075","0.038625","0.0","0.184875","0.0","0.989875","0.607625","0.005125","0.1515","0.00475","0.00725","0.00025","0.031375","0.0","0.192125","0.0","0.9970416666666672","0.15716666666666676","0.0","0.26633333333333337","0.0","0.29899999999999977","4.1666666666666665e-05","0.02879166666666669","0.000125","0.2457499999999999","0.0027916666666666667"
"110","54","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=64 m=128 P2","102400000","67.89","52.11","0.985375","0.56725","0.0075","0.18275","0.0055","0.01075","0.001625","0.039875","0.0","0.18475","0.0","0.986","0.59175","0.006375","0.159125","0.0075","0.0055","0.000125","0.02775","0.0","0.201875","0.0","0.9999583333333334","0.3388333333333332","0.0","0.09754166666666668","0.0","0.4476666666666674","0.0","0.07466666666666663","0.0","0.041250000000000016","4.1666666666666665e-05"
"110","55","COMM RNN h=32 m=64 P1","102400000","COMM RNN h=64 m=128 P2","128000000","66.868","53.132000000000005","0.9865","0.56175","0.005875","0.188125","0.006125","0.012125","0.0015","0.034375","0.0","0.190125","0.0","0.986625","0.594","0.007","0.1525","0.00575","0.00575","0.000625","0.028375","0.0","0.206","0.0","1.0","0.13025000000000006","0.0","0.3237916666666666","0.0","0.3037500000000001","0.0","0.2089999999999999","0.0","0.0332083333333334","0.0"
