"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good","caller/truth_ratio","caller/Messages.CARICO_NOT_BRISCOLA_True","caller/Messages.CARICO_NOT_BRISCOLA_False","caller/Messages.BRISCOLINO_True","caller/Messages.BRISCOLINO_False","caller/Messages.BRISCOLA_FIGURA_True","caller/Messages.BRISCOLA_FIGURA_False","caller/Messages.BRISCOLA_CARICO_True","caller/Messages.BRISCOLA_CARICO_False","caller/Messages.LISCIO_True","caller/Messages.LISCIO_False","callee/truth_ratio","callee/Messages.CARICO_NOT_BRISCOLA_True","callee/Messages.CARICO_NOT_BRISCOLA_False","callee/Messages.BRISCOLINO_True","callee/Messages.BRISCOLINO_False","callee/Messages.BRISCOLA_FIGURA_True","callee/Messages.BRISCOLA_FIGURA_False","callee/Messages.BRISCOLA_CARICO_True","callee/Messages.BRISCOLA_CARICO_False","callee/Messages.LISCIO_True","callee/Messages.LISCIO_False","good/truth_ratio","good/Messages.CARICO_NOT_BRISCOLA_True","good/Messages.CARICO_NOT_BRISCOLA_False","good/Messages.BRISCOLINO_True","good/Messages.BRISCOLINO_False","good/Messages.BRISCOLA_FIGURA_True","good/Messages.BRISCOLA_FIGURA_False","good/Messages.BRISCOLA_CARICO_True","good/Messages.BRISCOLA_CARICO_False","good/Messages.LISCIO_True","good/Messages.LISCIO_False"
"31","62","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=64 m=64 P2","128000000","80.129","39.870999999999995","0.969625","0.411125","0.0","0.05325","0.00075","0.166375","0.002875","0.2495","0.026375","0.089375","0.000375","0.983","0.3755","0.000125","0.067625","0.0005","0.22025","0.001625","0.223625","0.014625","0.096","0.000125","0.999875","0.5767083333333332","0.0","0.020541666666666687","0.0","0.2932083333333329","8.333333333333333e-05","0.09545833333333348","4.1666666666666665e-05","0.013958333333333323","0.0"
"31","63","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=64 m=64 P2","153600000","80.454","39.54600000000001","0.969125","0.424375","0.000125","0.047","0.001","0.1755","0.002875","0.232625","0.025625","0.089625","0.00125","0.983875","0.381625","0.000125","0.070125","0.000625","0.225","0.00175","0.2175","0.013625","0.089625","0.0","0.9999583333333333","0.2955833333333333","0.0","0.12745833333333348","0.0","0.31866666666666676","0.0","0.1447083333333335","0.0","0.11354166666666671","4.1666666666666665e-05"
"31","64","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=64 m=64 P2","160000000","80.441","39.559","0.96675","0.4125","0.0","0.0465","0.00075","0.170625","0.003375","0.2435","0.02825","0.093625","0.000875","0.982375","0.38075","0.000125","0.071375","0.00075","0.225","0.002","0.217125","0.014625","0.088125","0.000125","0.9999166666666667","0.4041666666666671","0.0","0.10666666666666687","0.0","0.28349999999999986","0.0","0.06420833333333319","0.0","0.14137499999999997","8.333333333333333e-05"
"31","65","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","25600000","88.082","31.918000000000006","0.977625","0.430875","0.0","0.05625","0.0005","0.160375","0.00375","0.24975","0.017875","0.080375","0.00025","0.985875","0.390875","0.0","0.07575","0.0005","0.215375","0.00225","0.22225","0.011375","0.081625","0.0","1.0","0.2062083333333332","0.0","0.2715416666666665","0.0","0.05104166666666662","0.0","0.022166666666666664","0.0","0.4490416666666667","0.0"
"31","66","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","51200000","84.565","35.435","0.973","0.4395","0.000375","0.050125","0.0015","0.15375","0.00225","0.248125","0.0225","0.0815","0.000375","0.982","0.3955","0.0","0.06675","0.000625","0.204875","0.002","0.2205","0.01525","0.094375","0.000125","1.0","0.5173333333333335","0.0","0.18233333333333307","0.0","0.22683333333333294","0.0","0.007208333333333339","0.0","0.06629166666666661","0.0"
"31","67","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","76800000","83.033","36.967","0.966625","0.407","0.000125","0.04875","0.001","0.17225","0.002375","0.2435","0.029375","0.095125","0.0005","0.980875","0.378625","0.0","0.0635","0.000625","0.225875","0.002625","0.2175","0.01525","0.095375","0.000625","0.9999583333333334","0.3256666666666668","0.0","0.09337500000000006","4.1666666666666665e-05","0.11920833333333332","0.0","0.3365833333333335","0.0","0.1251250000000002","0.0"
"31","68","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","102400000","82.46","37.540000000000006","0.968875","0.405625","0.0","0.050375","0.001375","0.162625","0.004125","0.252625","0.024875","0.097625","0.00075","0.9835","0.39","0.000125","0.064875","0.00025","0.208","0.002125","0.22475","0.0135","0.095875","0.0005","1.0","0.3267500000000001","0.0","0.1967916666666668","0.0","0.34516666666666673","0.0","0.012249999999999987","0.0","0.1190416666666667","0.0"
"31","69","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","128000000","81.97","38.03","0.974125","0.409625","0.000375","0.05225","0.00075","0.16975","0.003125","0.236375","0.021375","0.106125","0.00025","0.984","0.3845","0.0","0.070125","0.00075","0.215375","0.001","0.2125","0.014","0.1015","0.00025","0.9999583333333334","0.4985000000000003","0.0","0.20183333333333336","0.0","0.1368333333333333","4.1666666666666665e-05","0.02987500000000004","0.0","0.1329166666666669","0.0"
"31","70","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","153600000","81.845","38.155","0.972","0.431125","0.000125","0.045625","0.000875","0.164375","0.0035","0.2335","0.023375","0.097375","0.000125","0.985875","0.389125","0.0","0.06575","0.00025","0.214875","0.002","0.221875","0.011625","0.09425","0.00025","1.0","0.1410416666666667","0.0","0.07249999999999998","0.0","0.29366666666666685","0.0","0.19791666666666669","0.0","0.2948749999999997","0.0"
"31","71","COMM NN h=32 sample_batch=True P2","128000000","COMM RNN h=32 m=128 P2","160000000","81.909","38.090999999999994","0.971625","0.4255","0.000625","0.048375","0.001125","0.1655","0.002625","0.240625","0.02375","0.091625","0.00025","0.986125","0.394375","0.000125","0.070375","0.000375","0.212","0.00125","0.21675","0.012","0.092625","0.000125","1.0","0.36400000000000016","0.0","0.12179166666666674","0.0","0.24199999999999994","0.0","0.14629166666666676","0.0","0.12591666666666682","0.0"
