"model_bad_id","model_good_id","model_bad_name","model_bad_step","model_good_name","model_good_step","reward_bad","reward_good","caller/truth_ratio","caller/Messages.CARICO_NOT_BRISCOLA_True","caller/Messages.CARICO_NOT_BRISCOLA_False","caller/Messages.BRISCOLINO_True","caller/Messages.BRISCOLINO_False","caller/Messages.BRISCOLA_FIGURA_True","caller/Messages.BRISCOLA_FIGURA_False","caller/Messages.BRISCOLA_CARICO_True","caller/Messages.BRISCOLA_CARICO_False","caller/Messages.LISCIO_True","caller/Messages.LISCIO_False","callee/truth_ratio","callee/Messages.CARICO_NOT_BRISCOLA_True","callee/Messages.CARICO_NOT_BRISCOLA_False","callee/Messages.BRISCOLINO_True","callee/Messages.BRISCOLINO_False","callee/Messages.BRISCOLA_FIGURA_True","callee/Messages.BRISCOLA_FIGURA_False","callee/Messages.BRISCOLA_CARICO_True","callee/Messages.BRISCOLA_CARICO_False","callee/Messages.LISCIO_True","callee/Messages.LISCIO_False","good/truth_ratio","good/Messages.CARICO_NOT_BRISCOLA_True","good/Messages.CARICO_NOT_BRISCOLA_False","good/Messages.BRISCOLINO_True","good/Messages.BRISCOLINO_False","good/Messages.BRISCOLA_FIGURA_True","good/Messages.BRISCOLA_FIGURA_False","good/Messages.BRISCOLA_CARICO_True","good/Messages.BRISCOLA_CARICO_False","good/Messages.LISCIO_True","good/Messages.LISCIO_False"
"15","92","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=128 P1","160000000","82.538","37.462","0.9985","0.005625","0.00025","0.113875","0.0005","0.313","0.000625","0.364","0.000125","0.202","0.0","0.999875","0.00775","0.0","0.123875","0.0","0.325625","0.000125","0.327","0.0","0.215625","0.0","1.0","0.41816666666666674","0.0","0.12708333333333316","0.0","0.048749999999999974","0.0","0.07566666666666666","0.0","0.33033333333333326","0.0"
"15","93","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","25600000","88.787","31.212999999999994","0.9985","0.007125","0.000125","0.119625","0.000625","0.31125","0.00075","0.361375","0.0","0.199125","0.0","0.99975","0.009125","0.0","0.13775","0.0","0.31525","0.00025","0.3235","0.0","0.214125","0.0","0.9998333333333334","0.07258333333333335","0.0","0.6996249999999996","0.00016666666666666666","0.0012499999999999998","0.0","0.10258333333333342","0.0","0.12379166666666686","0.0"
"15","94","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","51200000","84.96","35.040000000000006","0.999625","0.007375","0.000125","0.11425","0.00025","0.3145","0.0","0.359375","0.0","0.204125","0.0","0.99975","0.008375","0.0","0.125625","0.00025","0.32375","0.0","0.332625","0.0","0.209375","0.0","1.0","0.03708333333333331","0.0","0.2932916666666665","0.0","0.0017083333333333334","0.0","0.3660833333333335","0.0","0.3018333333333333","0.0"
"15","95","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","76800000","84.777","35.223","0.999375","0.007125","0.0","0.112375","0.00025","0.3085","0.00025","0.372875","0.0","0.1985","0.000125","0.999625","0.00825","0.0","0.119625","0.000125","0.331125","0.00025","0.333125","0.0","0.2075","0.0","0.9997083333333334","0.07329166666666657","0.00016666666666666666","0.06429166666666654","0.0","0.007333333333333339","0.000125","0.5827499999999998","0.0","0.27204166666666657","0.0"
"15","96","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","102400000","83.897","36.102999999999994","0.999625","0.009625","0.0","0.103125","0.0","0.295875","0.0","0.369125","0.000375","0.221875","0.0","0.999375","0.009125","0.0","0.121","0.00025","0.316125","0.000375","0.327875","0.0","0.22525","0.0","0.9997083333333335","0.6420833333333336","0.00020833333333333332","0.2127083333333337","4.1666666666666665e-05","0.01187499999999999","4.1666666666666665e-05","0.06608333333333326","0.0","0.06695833333333331","0.0"
"15","97","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","128000000","83.997","36.003","0.99925","0.006625","0.0","0.12175","0.000625","0.293875","0.000125","0.368625","0.0","0.208375","0.0","0.99975","0.007375","0.0","0.136625","0.0","0.312125","0.0","0.324375","0.00025","0.21925","0.0","0.9997916666666667","0.4670416666666665","0.000125","0.17170833333333363","8.333333333333333e-05","0.04712499999999999","0.0","0.036750000000000005","0.0","0.2771666666666666","0.0"
"15","98","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","153600000","82.725","37.275000000000006","0.9995","0.006","0.0","0.115125","0.0","0.296","0.0005","0.373375","0.0","0.209","0.0","0.999375","0.007875","0.0","0.126625","0.0005","0.32575","0.0","0.322625","0.000125","0.2165","0.0","0.9996666666666668","0.38341666666666674","8.333333333333333e-05","0.2641666666666665","0.00024999999999999995","0.037250000000000005","0.0","0.041541666666666636","0.0","0.27329166666666627","0.0"
"15","99","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=64 m=64 P1","160000000","83.952","36.048","0.999625","0.006125","0.0","0.118625","0.000125","0.3015","0.00025","0.37225","0.0","0.201125","0.0","0.9995","0.007875","0.0","0.133125","0.00025","0.314","0.00025","0.33","0.0","0.2145","0.0","0.9996666666666668","0.48633333333333356","8.333333333333333e-05","0.1645416666666667","0.00024999999999999995","0.07112499999999995","0.0","0.0518749999999999","0.0","0.22579166666666645","0.0"
"15","100","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=32 m=128 P1","25600000","87.937","32.063","0.999375","0.0075","0.000125","0.111125","0.000375","0.30575","0.000125","0.364875","0.0","0.210125","0.0","0.999625","0.009625","0.0","0.128125","0.0","0.314125","0.00025","0.3235","0.000125","0.22425","0.0","0.9871250000000005","0.4834166666666663","0.0012083333333333332","0.31820833333333304","0.0","0.02583333333333335","0.0007499999999999998","0.020499999999999987","0.005833333333333334","0.1391666666666667","0.005083333333333334"
"15","101","COMM NN h=64 sample_batch=False P2","76800000","COMM RNN h=32 m=128 P1","51200000","83.899","36.101","0.999","0.006625","0.0","0.12425","0.0005","0.299625","0.000375","0.348625","0.000125","0.219875","0.0","1.0","0.007875","0.0","0.135125","0.0","0.310875","0.0","0.316","0.0","0.230125","0.0","0.9999583333333333","0.4189583333333331","0.0","0.21599999999999955","0.0","0.01954166666666667","0.0","0.23133333333333322","0.0","0.11412500000000013","4.1666666666666665e-05"
